"Title","Primary hostaddress","Host in cluster","Running on host / cluster","CMDB status","Operating system","GeneratedUniqueID"
"RZ1-KFS-01","10.1.34.32","RZ1-ESX-37","CL_DMZ","in operation","CentOS Linux 7.8.2003","[""RZ1-KFS-01""]"
"RZ1-KFS-01","","rz2-esx-34.bev.int","CL_PU","in operation","Rocky Linux 9.5","[""RZ1-KFS-01""]"
"RZ1-KFS-01","10.1.34.32","RZ2-ESX-37","CL_DMZ","in operation","Rocky Linux 9.6","[""RZ1-KFS-01""]"
"RZ1-KFS-02","10.1.34.33","RZ1-ESX-36","CL_DMZ","in operation","CentOS Linux 7.8.2003","[""RZ1-KFS-02""]"
"RZ1-KFS-02","10.1.34.33","RZ1-ESX-36","CL_DMZ","in operation","Rocky Linux 9.6","[""RZ1-KFS-02""]"
"RZ1-LDC-01.bev.int","10.2.6.25","RZ1-ESX-31","CL_PU","in operation","Windows Server 2008 R2 Enterprise","[""RZ1-LDC-01.bev.int""]"
"RZ1-LDP-01","10.2.20.31","RZ1-ESX-31","CL_PU","in operation","CentOS Linux 7.9.2009","[""RZ1-LDP-01""]"
"RZ1-LIZ-01.bev.int","10.2.8.2","rz2-esx-32.bev.int","CL_PU","in operation","Rocky Linux 9.6","[""RZ1-LIZ-01.bev.int""]"
"rz1-lpx-01.bev.int","10.2.8.1","RZ1-ESX-50","CL_PU","in operation","CentOS 4/5/6/7","[""rz1-lpx-01.bev.int""]"
"rz1-map-01.ega.local","10.1.33.47","RZ2-ESX-36","CL_DMZ","in operation","Windows","[""rz1-map-01.ega.local""]"
"rz1-map-02.ega.local","10.1.33.48","RZ2-ESX-36","CL_DMZ","in operation","Windows","[""rz1-map-02.ega.local""]"
"RZ1-MAT-01.bev.int","10.2.6.21","RZ1-ESX-32","CL_PU","in operation","Windows Server 2008 R2 Standard","[""RZ1-MAT-01.bev.int""]"
"RZ1-MAT-02.bev.int","10.2.6.22","rz2-esx-34.bev.int","CL_PU","in operation","Windows Server 2008 R2 Standard","[""RZ1-MAT-02.bev.int""]"
"RZ1-MAT-03.bev.int","10.2.6.23","RZ2-ESX-35","CL_PU_MAT","in operation","Windows Server 2008 R2 Standard","[""RZ1-MAT-03.bev.int""]"
"RZ1-MAT-04.bev.int","10.2.6.24","RZ2-ESX-35","CL_PU_MAT","in operation","Windows Server 2008 R2 Standard","[""RZ1-MAT-04.bev.int""]"
"RZ1-MST-01.bev.int","","","","in operation","Windows Server 2008 R2","[""RZ1-MST-01.bev.int""]"
"RZ1-SIS-01.bev.int","10.2.5.24","RZ1-ESX-50","CL_PU","in operation","Windows Server 2003 Standard","[""RZ1-SIS-01.bev.int""]"
"RZ1-SMQ-01","","RZ2-ESX-37","CL_DMZ","in operation","Rocky Linux 8.4","[""RZ1-SMQ-01""]"
"RZ1-SMQ-02","","RZ1-ESX-37","CL_DMZ","in operation","Rocky Linux 8.4","[""RZ1-SMQ-02""]"
"rz1-soc-01.ega.local","10.1.33.35","RZ2-ESX-36","CL_DMZ","in operation","Windows","[""rz1-soc-01.ega.local""]"
"RZ1-SOC-03.ega.local","10.1.33.37","RZ1-ESX-36","CL_DMZ","in operation","Windows Server 2008 R2","[""RZ1-SOC-03.ega.local""]"
"RZ1-SQL-01","","RZ1-ESX-34","CL_PU","in operation","Windows Server 2003 Standard","[""RZ1-SQL-01""]"
"RZ1-STF-01.bev.int","10.2.7.1","","","in operation","Windows Server 2008 R2 Standard","[""RZ1-STF-01.bev.int""]"
"RZ1-STI-01","10.1.29.21","RZ1-ESX-39","CL_WEB","in operation","CentOS 7","[""RZ1-STI-01""]"
"RZ1-STP-01","10.1.40.21","RZ2-ESX-36","CL_DMZ","in operation","Rocky Linux 9.6","[""RZ1-STP-01""]"
"RZ1-TCP-01.bev.int","10.1.64.30","RZ2-ESX-36","CL_DMZ","in operation","Windows Server 2008 Enterprise","[""RZ1-TCP-01.bev.int""]"
"RZ1-TES-08","10.6.7.116","RZ2-ESX-37","CL_DMZ","in operation","Windows Server 2019","[""RZ1-TES-08""]"
"rz1-tes-11","","RZ1-ESX-46","CL_DB","in operation","Oracle Linux 4/5","[""rz1-tes-11""]"
"rz1-tes-11.egatest.local","","RZ2-ESX-46","CL_DB","in operation","Red Hat Enterprise Server 5.9","[""rz1-tes-11.egatest.local""]"
"RZ1-WEB-01","10.1.32.16","RZ1-ESX-48","eGA-WEB","in operation","Red Hat Advanced Server 2.1","[""RZ1-WEB-01""]"
"RZ1-WEB-02","","RZ1-ESX-48","eGA-WEB","in operation","Red Hat Advanced Server 2.1","[""RZ1-WEB-02""]"
"RZ1-WEB-03","","RZ2-ESX-48","eGA-WEB","in operation","Red Hat Advanced Server 2.1","[""RZ1-WEB-03""]"
"RZ1-WEB-04","10.1.32.19","RZ2-ESX-48","eGA-WEB","in operation","Red Hat Advanced Server 2.1","[""RZ1-WEB-04""]"
"RZ1-WIN-01.bev.int","10.2.10.1","","","in operation","Windows Server 2019 Datacenter","[""RZ1-WIN-01.bev.int""]"
"RZ1-WIN-02.user.bev.int","10.2.10.2","rz2-esx-32.bev.int","CL_PU","in operation","Windows Server 2025","[""RZ1-WIN-02.user.bev.int""]"
"RZ1-WSA-01","","RZ2-ESX-39","CL_WEB","in operation","CentOS","[""RZ1-WSA-01""]"
"RZ1-XIG-01","","RZ1-ESX-36","CL_DMZ","in operation","Windows Server 2008 R2","[""RZ1-XIG-01""]"
"RZ1-XIG-01","10.1.40.15","","","in operation","Windows Server 2008 R2","[""RZ1-XIG-01""]"
"RZ1-XIG-01N","10.1.40.15","RZ2-ESX-36","CL_DMZ","in operation","Windows Server 2019","[""RZ1-XIG-01N""]"
"RZ1-XIG-01N","10.1.40.15","RZ2-ESX-36","CL_DMZ","in operation","Windows Server 2019","[""RZ1-XIG-01N""]"
"rz2-adm-01.ega.local","10.1.33.118","RZ2-ESX-37","CL_DMZ","in operation","Windows Server 2003 Standard","[""rz2-adm-01.ega.local""]"
"rz2-ads-01.bev.int","10.2.10.103","RZ1-ESX-50","CL_PU","in operation","Windows Server 2008 R2 Standard","[""rz2-ads-01.bev.int""]"
"rz2-ams-01.ega.local","10.1.32.126","","","in operation","CentOS 5","[""rz2-ams-01.ega.local""]"
"rz2-app-01.ega.local","10.1.33.145","RZ2-ESX-37","CL_DMZ","in operation","Windows","[""rz2-app-01.ega.local""]"
"rz2-app-02.ega.local","10.1.33.146","RZ1-ESX-37","CL_DMZ","in operation","Windows","[""rz2-app-02.ega.local""]"
"RZ2-APS-01","10.1.5.131","","","in operation","Windows Server 2008 R2","[""RZ2-APS-01""]"
"RZ2-APS-02.bev.int","10.254.97.132","","","in operation","Windows Server 2008 R2","[""RZ2-APS-02.bev.int""]"
"RZ2-APS-03.bev.int","10.254.97.133","","","in operation","Windows Server 2008 R2","[""RZ2-APS-03.bev.int""]"
"RZ2-APS-04.bev.int","10.254.97.134","","","in operation","Windows Server 2008 R2","[""RZ2-APS-04.bev.int""]"
"RZ2-APS-05.bev.int","10.1.4.135","","","in operation","Windows Server 2008","[""RZ2-APS-05.bev.int""]"
"RZ2-APS-06","10.1.4.136","","","in operation","CentOS 7","[""RZ2-APS-06""]"
"RZ2-AWI-01","10.1.29.111","RZ1-ESX-39","CL_WEB","in operation","CentOS 4/5","[""RZ2-AWI-01""]"
"RZ2-AWP-01","10.1.40.111","RZ1-ESX-36","CL_DMZ","in operation","Rocky Linux 9.6","[""RZ2-AWP-01""]"
"RZ2-BMP-01.bev.int","10.2.5.122","RZ1-ESX-34","CL_PU","in operation","Windows Server 2008 R2 Standard","[""RZ2-BMP-01.bev.int""]"
"RZ2-CIT-01.bev.int","10.2.7.109","","","in operation","Windows Server 2008 R2 Standard","[""RZ2-CIT-01.bev.int""]"
"RZ2-COM-01","10.2.8.110","RZ2-ESX-31","CL_PU","in operation","Red Hat Advanced Server 2.1","[""RZ2-COM-01""]"
"RZ2-CTS-61.bev.int","","","","in operation","Windows Server 2008 R2","[""RZ2-CTS-61.bev.int""]"
"RZ2-CTS-62.bev.int","10.2.7.162","RZ1-ESX-29","CL-CTX","in operation","Windows Server 2008 R2 Standard","[""RZ2-CTS-62.bev.int""]"
"RZ2-DDC-02.bev.int","10.2.7.105","","","in operation","Windows Server 2008 R2 Standard","[""RZ2-DDC-02.bev.int""]"
"rz2-ega-01.ega.local","10.1.33.116","RZ2-ESX-37","CL_DMZ","in operation","Windows Server 2019","[""rz2-ega-01.ega.local""]"
"rz2-etuapp-01.egatest.local","10.6.7.131","RZ1-ESX-37","CL_DMZ","in operation","Windows","[""rz2-etuapp-01.egatest.local""]"
"rz2-etumap-01.egatest.local","10.6.7.132","RZ2-ESX-37","CL_DMZ","in operation","Windows","[""rz2-etumap-01.egatest.local""]"
"RZ2-ETUSOC-01.egatest.local","10.6.7.135","RZ1-ESX-37","CL_DMZ","in operation","Windows Server 2008","[""RZ2-ETUSOC-01.egatest.local""]"
"RZ2-ETUWSA-01","10.6.8.121","","","in operation","CentOS 5.2","[""RZ2-ETUWSA-01""]"
"RZ2-GBS-01","10.1.34.121","RZ1-ESX-37","CL_DMZ","in operation","CentOS Linux 7.8.2003","[""RZ2-GBS-01""]"
"RZ2-GBS-01","10.1.34.121","RZ1-ESX-37","CL_DMZ","in operation","Rocky Linux 9.6","[""RZ2-GBS-01""]"
"RZ2-GTUGBS-01","10.6.6.110","RZ1-ESX-37","CL_DMZ","in operation","CentOS Linux 7.8.2003","[""RZ2-GTUGBS-01""]"
"RZ2-GTUGBS-01","10.6.6.110","RZ2-ESX-36","CL_DMZ","in operation","Rocky Linux 9.6","[""RZ2-GTUGBS-01""]"
"RZ2-GTUKFS-01","10.6.6.120","RZ1-ESX-37","CL_DMZ","in operation","CentOS Linux 7.8.2003","[""RZ2-GTUKFS-01""]"
"RZ2-GTUKFS-01","10.6.6.120","RZ2-ESX-36","CL_DMZ","in operation","Rocky Linux 9.6","[""RZ2-GTUKFS-01""]"
"RZ2-GWR-01","10.1.15.122","RZ1-ESX-39","CL_WEB","in operation","CentOS 7","[""RZ2-GWR-01""]"
"rz2-ift-01","10.1.5.116","RZ1-ESX-39","CL_WEB","in operation","CentOS 4/5/6","[""rz2-ift-01""]"
"rz2-imp-01.ega.local","10.1.33.149","RZ2-ESX-37","CL_DMZ","in operation","Windows","[""rz2-imp-01.ega.local""]"
"RZ2-KFS-01","10.1.34.132","RZ1-ESX-37","CL_DMZ","in operation","CentOS Linux 7.8.2003","[""RZ2-KFS-01""]"
"RZ2-KFS-01","10.1.34.132","RZ2-ESX-37","CL_DMZ","in operation","Rocky Linux 9.6","[""RZ2-KFS-01""]"
"RZ2-LDP-01","10.2.20.131","RZ1-ESX-31","CL_PU","in operation","CentOS Linux 7.9.2009","[""RZ2-LDP-01""]"
"rz2-map-01.ega.local","10.1.33.147","RZ2-ESX-36","CL_DMZ","in operation","Windows","[""rz2-map-01.ega.local""]"
"rz2-map-02.ega.local","10.1.33.148","RZ2-ESX-36","CL_DMZ","in operation","Windows","[""rz2-map-02.ega.local""]"
"RZ2-OTUAOT-01","10.75.64.137","RZ2-ESX-37","CL_DMZ","in operation","Windows","[""RZ2-OTUAOT-01""]"
"RZ2-OTUTCP-01","10.75.64.130","RZ1-ESX-37","CL_DMZ","in operation","Windows","[""RZ2-OTUTCP-01""]"
"rz2-rac-01.ega.local","","RZ1-ESX-46","CL_DB","in operation","Red Hat Enterprise Linux 3","[""rz2-rac-01.ega.local""]"
"RZ2-RDS-01.bev.int","10.2.2.106","RZ1-ESX-34","CL_PU","in operation","Windows Server 2008 R2","[""RZ2-RDS-01.bev.int""]"
"RZ2-SMQ-01","","RZ2-ESX-37","CL_DMZ","in operation","Rocky Linux 8.4","[""RZ2-SMQ-01""]"
"RZ2-SMQ-02","10.1.64.172","RZ1-ESX-37","CL_DMZ","in operation","Rocky Linux 8.4","[""RZ2-SMQ-02""]"
"rz2-soc-01.ega.local","10.1.33.135","RZ1-ESX-37","CL_DMZ","in operation","Windows","[""rz2-soc-01.ega.local""]"
"RZ2-STF-01.bev.int","10.2.7.101","","","in operation","Windows Server 2008 R2 Standard","[""RZ2-STF-01.bev.int""]"
"RZ2-STF-02.bev.int","","","","in operation","Windows Server 2008 R2","[""RZ2-STF-02.bev.int""]"
"RZ2-STI-01","10.1.29.121","RZ1-ESX-39","CL_WEB","in operation","CentOS 7","[""RZ2-STI-01""]"
"RZ2-STP-01","10.1.40.121","RZ1-ESX-36","CL_DMZ","in operation","Rocky Linux 9.6","[""RZ2-STP-01""]"
"rz2-tam-01.egatest.local","10.6.7.24","RZ1-ESX-36","CL_DMZ","in operation","Windows Server 2003 Standard","[""rz2-tam-01.egatest.local""]"
"rz2-tes-02","10.6.8.16","RZ1-ESX-48","eGA-WEB","in operation","Red Hat Enterprise Linux 3","[""rz2-tes-02""]"
"rz2-tes-03","","RZ1-ESX-48","eGA-WEB","in operation","Red Hat Enterprise Linux 3","[""rz2-tes-03""]"
"rz2-tes-04.egatest.local","","RZ2-ESX-37","CL_DMZ","in operation","Red Hat Enterprise Linux 3","[""rz2-tes-04.egatest.local""]"
"RZ2-TES-08.egatest.local","10.6.7.16","RZ2-ESX-37","CL_DMZ","in operation","Windows Server 2003","[""RZ2-TES-08.egatest.local""]"
"RZ2-TES-08N","","","","in operation","Windows Server 2016","[""RZ2-TES-08N""]"
"RZ2-TES-16.egatest.local","10.6.7.37","RZ2-ESX-36","CL_DMZ","in operation","Windows Server 2008 R2","[""RZ2-TES-16.egatest.local""]"
"rz2-tms-01","10.6.8.18","RZ2-ESX-39","CL_WEB","in operation","CentOS 5","[""rz2-tms-01""]"
"rz2-tms-01.egatest.local","10.6.8.18","","","in operation","CentOS 5","[""rz2-tms-01.egatest.local""]"
"RZ2-WEB-01","10.1.32.116","RZ2-ESX-48","eGA-WEB","in operation","Red Hat Advanced Server 2.1","[""RZ2-WEB-01""]"
"RZ2-WEB-02","","RZ2-ESX-48","eGA-WEB","in operation","Red Hat Advanced Server 2.1","[""RZ2-WEB-02""]"
"RZ2-WEB-03","10.1.32.118","RZ2-ESX-48","eGA-WEB","in operation","Red Hat Advanced Server 2.1","[""RZ2-WEB-03""]"
"RZ2-WEB-04","10.1.32.119","RZ1-ESX-48","eGA-WEB","in operation","Red Hat Advanced Server 2.1","[""RZ2-WEB-04""]"
"RZ2-WIN-01.bev.int","10.2.10.101","rz1-esx-16","standalone","in operation","Windows Server 2019 Datacenter","[""RZ2-WIN-01.bev.int""]"
"RZ2-WIN-02.user.bev.int","10.2.10.102","rz1-esx-16","standalone","in operation","Windows Server 2025","[""RZ2-WIN-02.user.bev.int""]"
"RZ2-WSA-01","","RZ1-ESX-39","CL_WEB","in operation","CentOS 5.3","[""RZ2-WSA-01""]"
"RZ2-XIG-01","10.1.40.115","RZ1-ESX-36","CL_DMZ","in operation","Windows Server 2008 R2","[""RZ2-XIG-01""]"
"RZ2-XIG-01","10.1.40.115","RZ2-ESX-37","CL_DMZ","in operation","Windows Server 2019","[""RZ2-XIG-01""]"
"RZ2-XIG-01","10.1.40.115","RZ2-ESX-37","CL_DMZ","in operation","Windows Server 2019","[""RZ2-XIG-01""]"
"RZ2-XIG-01B","","RZ2-ESX-36","CL_DMZ","in operation","Windows Server 2008 R2","[""RZ2-XIG-01B""]"
"RZ2-XIG-01N","","RZ1-ESX-36","CL_DMZ","in operation","Windows Server 2008 R2","[""RZ2-XIG-01N""]"
"RZ2-ZDA-01.bev.int","10.2.11.103","RZ2-ESX-31","CL_PU","in operation","Windows Server 2019 Datacenter","[""RZ2-ZDA-01.bev.int""]"
"RZV-3PR-01.bev.int","10.3.100.11","","","in operation","Windows Server 2008 R2 Standard","[""RZV-3PR-01.bev.int""]"
"RZV-ACC-02.bev.int","10.2.3.100","","","in operation","Windows Server 2008 R2 Standard","[""RZV-ACC-02.bev.int""]"
"RZV-ACC-03.bev.int","10.2.2.157","RZ1-ESX-33","CL_PU","in operation","Windows Server 2019 Datacenter","[""RZV-ACC-03.bev.int""]"
"rzv-adb-01.ega.local","","RZ2-ESX-46","CL_DB","in operation","Red Hat Enterprise Linux 3","[""rzv-adb-01.ega.local""]"
"RZV-ADD-01.bev.int","10.2.8.106","RZ2-ESX-33","CL_PU","in operation","Windows Server 2008 R2 Standard","[""RZV-ADD-01.bev.int""]"
"rzv-adfs-01.user.bev.int","10.2.10.110","RZ1-ESX-31","CL_PU","in operation","Windows Server 2019 Datacenter","[""rzv-adfs-01.user.bev.int""]"
"RZV-ADI-01.ega.local","10.1.33.180","RZ2-ESX-36","CL_DMZ","in operation","Windows Server 2008 R2","[""RZV-ADI-01.ega.local""]"
"RZV-ADM-02.bev.int","10.1.64.139","RZ1-ESX-37","CL_DMZ","in operation","Windows Server 2019 Datacenter","[""RZV-ADM-02.bev.int""]"
"RZV-ADMOOD-01.bev.int","10.2.3.151","rz2-esx-34.bev.int","CL_PU","in operation","Windows Server 2019 Datacenter","[""RZV-ADMOOD-01.bev.int""]"
"RZV-ADR-01","","","","in operation","CentOS Linux 7.9.2009","[""RZV-ADR-01""]"
"RZV-ADR-02","","","","in operation","CentOS Linux 7.9.2009","[""RZV-ADR-02""]"
"RZV-ADR-03","10.1.32.73","","","in operation","CentOS Linux 7.9.2009","[""RZV-ADR-03""]"
"RZV-ADS-01.bev.int","10.2.10.6","","","in operation","Windows Server 2019 Datacenter","[""RZV-ADS-01.bev.int""]"
"RZV-ADS-03.bev.int","10.2.10.5","","","in operation","Windows Server 2019 Datacenter","[""RZV-ADS-03.bev.int""]"
"RZV-AED-01","10.1.5.11","","","in operation","Windows Server 2019","[""RZV-AED-01""]"
"RZV-AED-02","10.1.5.12","","","in operation","Windows Server 2019","[""RZV-AED-02""]"
"RZV-AMT-01.bev.int","10.2.8.7","rz2-esx-34.bev.int","CL_PU","in operation","Windows Server 2019 Datacenter","[""RZV-AMT-01.bev.int""]"
"RZV-APOSQL-02.bev.int","10.1.4.65","rz1-esx-22.bev.int","CL_APOS","in operation","Windows Server 2008 R2","[""RZV-APOSQL-02.bev.int""]"
"RZV-APPL-01.bev.int","10.2.8.30","RZ2-ESX-31","CL_PU","in operation","Windows Server 2019 Datacenter","[""RZV-APPL-01.bev.int""]"
"RZV-APS-01","","RZ1-ESX-31","CL_PU","in operation","Windows Server 2003 Standard","[""RZV-APS-01""]"
"RZV-APT-01.bev.int","10.2.3.50","RZ1-ESX-34","CL_PU","in operation","Windows Server 2008 R2 Standard","[""RZV-APT-01.bev.int""]"
"rzv-apt-02.bev.int","10.2.3.150","RZ1-ESX-33","CL_PU","in operation","CentOS Linux release 7.9.2009","[""rzv-apt-02.bev.int""]"
"rzv-arc-01.bev.int","10.1.64.142","RZ1-ESX-36","CL_DMZ","in operation","Red Hat Enterprise Linux 8.10","[""rzv-arc-01.bev.int""]"
"rzv-arc-01.bev.int","","RZ1-ESX-36","CL_DMZ","in operation","Red Hat Enterprise Server 6.10","[""rzv-arc-01.bev.int""]"
"RZV-ASS-11.bev.int","10.2.7.121","","","in operation","Windows Server 2019 Datacenter","[""RZV-ASS-11.bev.int""]"
"rzv-bal-01.bev.int","","RZ1-ESX-46","CL_DB","in operation","Oracle Linux Server 8.6","[""rzv-bal-01.bev.int""]"
"RZV-BCPU-01","10.122.73.111","RZ1-ESX-36","CL_DMZ","in operation","Windows Server 2019","[""RZV-BCPU-01""]"
"RZV-BCPU-01","10.122.73.111","RZ1-ESX-36","CL_DMZ","in operation","Windows Server 2019","[""RZV-BCPU-01""]"
"RZV-BCTU-01","10.122.73.101","RZ1-ESX-36","CL_DMZ","in operation","Windows Server 2019","[""RZV-BCTU-01""]"
"RZV-BCTU-01","10.122.73.101","RZ1-ESX-36","CL_DMZ","in operation","Windows Server 2019","[""RZV-BCTU-01""]"
"RZV-BEA-01.bev.int","10.2.2.181","RZ1-ESX-33","CL_PU","in operation","Windows Server 2019","[""RZV-BEA-01.bev.int""]"
"RZV-BEA-02.bev.int","10.2.2.182","RZ1-ESX-33","CL_PU","in operation","Windows Server 2019","[""RZV-BEA-02.bev.int""]"
"RZV-BEA-03.bev.int","10.2.2.183","RZ1-ESX-34","CL_PU","in operation","Windows Server 2019","[""RZV-BEA-03.bev.int""]"
"RZV-BEA-04.bev.int","10.2.2.184","","","in operation","Windows Server 2019 Datacenter","[""RZV-BEA-04.bev.int""]"
"RZV-BEA-05.bev.int","10.2.2.185","RZ1-ESX-34","CL_PU","in operation","Windows Server 2019 Datacenter","[""RZV-BEA-05.bev.int""]"
"RZV-BEA-06.bev.int","10.2.2.186","RZ1-ESX-50","CL_PU","in operation","Windows Server 2019","[""RZV-BEA-06.bev.int""]"
"RZV-BEA-07.bev.int","10.2.2.187","RZ1-ESX-34","CL_PU","in operation","Windows Server 2019","[""RZV-BEA-07.bev.int""]"
"RZV-BEA-08.bev.int","10.2.2.188","RZ1-ESX-32","CL_PU","in operation","Windows Server 2019","[""RZV-BEA-08.bev.int""]"
"RZV-BEA-09.bev.int","","","","in operation","Windows Server 2019 Datacenter","[""RZV-BEA-09.bev.int""]"
"RZV-BEUAOT-01","10.70.2.137","RZ1-ESX-41","CL_BEU","in operation","Windows Server 2008","[""RZV-BEUAOT-01""]"
"RZV-BEUAPT-01.beu.local","10.70.10.1","RZ1-ESX-41","CL_BEU","in operation","Windows Server 2008 R2","[""RZV-BEUAPT-01.beu.local""]"
"RZV-BEUARC-01.beu.local","10.70.2.135","RZ1-ESX-41","CL_BEU","in operation","Windows Server 2008","[""RZV-BEUARC-01.beu.local""]"
"rzv-beubal-01.beu.local","","RZ2-ESX-47","CL_DB","in operation","Oracle Linux Server 8.7","[""rzv-beubal-01.beu.local""]"
"RZV-BEUCON-01.beu.local","10.70.2.134","RZ1-ESX-41","CL_BEU","in operation","Windows Server 2008","[""RZV-BEUCON-01.beu.local""]"
"RZV-BEUEGN-01","","RZ1-ESX-41","CL_BEU","in operation","Red Hat Enterprise Linux 5","[""RZV-BEUEGN-01""]"
"RZV-BEUESP-01.beu.local","10.70.2.122","RZ1-ESX-41","CL_BEU","in operation","Windows Server 2019","[""RZV-BEUESP-01.beu.local""]"
"RZV-BEUFIL-01.beu.local","10.70.2.1","rz2-esx-51.bev.int","CL_BEU","in operation","Windows Server 2003 Standard","[""RZV-BEUFIL-01.beu.local""]"
"rzv-beugms-01","10.70.2.36","rz2-esx-51.bev.int","CL_BEU","in operation","CentOS 5.5","[""rzv-beugms-01""]"
"RZV-BEULTS-01.beu.local","10.70.10.23","RZ1-ESX-41","CL_BEU","in operation","Windows Server 2016","[""RZV-BEULTS-01.beu.local""]"
"rzv-beuorc-01.beu.local","","RZ1-ESX-46","CL_DB","in operation","Red Hat Enterprise Server 5.9","[""rzv-beuorc-01.beu.local""]"
"RZV-BEUPVS-01","","rz2-esx-51.bev.int","CL_BEU","in operation","Red Hat Enterprise Server 5.3","[""RZV-BEUPVS-01""]"
"RZV-BEUTCP-01","10.70.2.130","RZ1-ESX-41","CL_BEU","in operation","Windows","[""RZV-BEUTCP-01""]"
"RZV-BEUTES-01","10.70.155.51","RZ1-ESX-41","CL_BEU","in operation","CentOS","[""RZV-BEUTES-01""]"
"RZV-BEUTES-02","10.70.155.52","RZ1-ESX-51.bev.int","CL_BEU","in operation","CentOS Linux 7.6.1810","[""RZV-BEUTES-02""]"
"RZV-BEUTEST-01","10.70.2.101","","","in operation","Windows Server 2019","[""RZV-BEUTEST-01""]"
"RZV-BEUTEST-01","10.70.2.101","rz2-esx-51.bev.int","CL_BEU","in operation","Windows Server 2019","[""RZV-BEUTEST-01""]"
"RZV-BEUTRD-01","10.70.2.39","RZ1-ESX-41","CL_BEU","in operation","CentOS Linux release 7.4.1708","[""RZV-BEUTRD-01""]"
"RZV-BEUVCB-01.bev.int","10.2.8.151","RZ1-ESX-33","CL_PU","in operation","Windows Server 2019 Datacenter","[""RZV-BEUVCB-01.bev.int""]"
"RZV-BEUVVC-01.bev.int","10.2.9.102","RZ1-ESX-50","CL_PU","in operation","VMware Photon OS","[""RZV-BEUVVC-01.bev.int""]"
"RZV-BEUVXP-01.beu.local","","","","in operation","Windows XP","[""RZV-BEUVXP-01.beu.local""]"
"rzv-beuvxp-21.user.bev.int","","RZ1-ESX-41","CL_BEU","in operation","Windows XP","[""rzv-beuvxp-21.user.bev.int""]"
"RZV-BEUVXP-XX","","RZ1-ESX-33","CL_PU","in operation","Windows XP","[""RZV-BEUVXP-XX""]"
"RZV-BEUWIN-01.beu.local","10.70.10.2","RZ1-ESX-51.bev.int","CL_BEU","in operation","Windows Server 2019","[""RZV-BEUWIN-01.beu.local""]"
"RZV-BEUWIN-02.beu.local","10.70.10.102","RZ1-ESX-51.bev.int","CL_BEU","in operation","Windows Server 2019","[""RZV-BEUWIN-02.beu.local""]"
"RZV-BEUZWR-01","10.70.2.42","RZ1-ESX-41","CL_BEU","in operation","CentOS Linux 7.9.2009","[""RZV-BEUZWR-01""]"
"RZV-BHV-01","10.1.34.40","RZ2-ESX-36","CL_DMZ","in operation","CentOS Linux 7.8.2003","[""RZV-BHV-01""]"
"RZV-BHV-02","10.1.34.140","RZ1-ESX-36","CL_DMZ","in operation","CentOS Linux 7.8.2003","[""RZV-BHV-02""]"
"rzv-bpm-03.bev.int","10.1.51.31","RZ2-ESX-37","CL_DMZ","in operation","Rocky Linux 9.3","[""rzv-bpm-03.bev.int""]"
"rzv-bsqlpu-01.bev.int","10.1.64.66","RZ2-ESX-36","CL_DMZ","in operation","Windows Server 2019 Datacenter","[""rzv-bsqlpu-01.bev.int""]"
"rzv-bsqltu-01.btu.local","10.75.2.95","RZ2-ESX-37","CL_DMZ","in operation","Windows Server 2019","[""rzv-bsqltu-01.btu.local""]"
"RZV-BTUAPT-01.btu.local","10.75.10.1","RZ2-ESX-37","CL_DMZ","in operation","Windows Server 2008 R2","[""RZV-BTUAPT-01.btu.local""]"
"RZV-BTUAPT-02","10.75.10.101","RZ2-ESX-37","CL_DMZ","in operation","CentOS Linux release 7.9.2009","[""RZV-BTUAPT-02""]"
"RZV-BTUAPT-03.btu.local","10.75.10.3","RZ1-ESX-37","CL_DMZ","in operation","Windows Server 2019","[""RZV-BTUAPT-03.btu.local""]"
"rzv-btubal-01.btu.local","10.75.1.51","RZ1-ESX-46","CL_DB","in operation","Oracle Linux Server 8.4","[""rzv-btubal-01.btu.local""]"
"RZV-BTUEKP-01","10.75.2.48","RZ1-ESX-36","CL_DMZ","in operation","CentOS Linux 7.8.2003","[""RZV-BTUEKP-01""]"
"RZV-BTUEKP-02","","RZ2-ESX-37","CL_DMZ","in operation","Rocky Linux 8.4","[""RZV-BTUEKP-02""]"
"RZV-BTUEKS-01","","RZ1-ESX-36","CL_DMZ","in operation","CentOS 6.10","[""RZV-BTUEKS-01""]"
"RZV-BTUELA-01","10.75.1.42","RZ2-ESX-36","CL_DMZ","in operation","CentOS Linux 7.9.2009","[""RZV-BTUELA-01""]"
"RZV-BTUELA-01","10.75.1.42","RZ2-ESX-37","CL_DMZ","in operation","Rocky Linux 9.5","[""RZV-BTUELA-01""]"
"RZV-BTUESD-01","10.75.2.47","RZ1-ESX-37","CL_DMZ","in operation","CentOS Linux 7.4.1708","[""RZV-BTUESD-01""]"
"RZV-BTUFIL-01.btu.local","10.75.2.10","RZ1-ESX-36","CL_DMZ","in operation","Windows Server 2008 R2","[""RZV-BTUFIL-01.btu.local""]"
"rzv-btugms-01","10.75.2.36","RZ2-ESX-37","CL_DMZ","in operation","CentOS 5.5","[""rzv-btugms-01""]"
"RZV-BTUGWS-01","10.6.6.11","RZ1-ESX-36","CL_DMZ","in operation","CentOS Linux 7.8.2003","[""RZV-BTUGWS-01""]"
"RZV-BTUJIR-01","10.75.2.112","RZ2-ESX-37","CL_DMZ","in operation","CentOS Linux 7.8.2003","[""RZV-BTUJIR-01""]"
