"Title","Primary hostaddress","Host in cluster","Running on host / cluster","CMDB status","Operating system","GeneratedUniqueID"
"DB2GIS-01","","","","in operation","Rocky Linux 8.7","[""DB2GIS-01""]"
"DBDE-01","10.2.6.16","rz2-esx-32.bev.int","CL_PU","in operation","Rocky Linux 9.4","[""DBDE-01""]"
"DC-1","10.1.6.41","","","in operation","CentOS 7","[""DC-1""]"
"DC-2","10.1.6.32","","","in operation","CentOS 7","[""DC-2""]"
"DC-3","10.1.6.33","","","in operation","CentOS 7","[""DC-3""]"
"DESKTOP-0GKSU9E","10.1.37.201","RZ1-ESX-38","CL_APOS","in operation","Windows 10","[""DESKTOP-0GKSU9E""]"
"DESKTOP-5V7AKTM","10.1.37.200","RZ1-ESX-38","CL_APOS","in operation","Windows 10","[""DESKTOP-5V7AKTM""]"
"DHCP-01.bev.int","10.2.2.2","RZ1-ESX-34","CL_PU","in operation","Windows Server 2019 Datacenter","[""DHCP-01.bev.int""]"
"DHCP-02","10.2.2.102","RZ1-ESX-34","CL_PU","in operation","Windows Server 2019","[""DHCP-02""]"
"DHCP-02old","","RZ1-ESX-31","CL_PU","in operation","Windows Server 2008 R2","[""DHCP-02old""]"
"DokuWiki","","RZ1-ESX-32","CL_PU","in operation","Rocky Linux 8.10","[""DokuWiki""]"
"DPU-SCAN-01.bev.int","10.2.6.33","RZ1-ESX-50","CL_PU","in operation","Windows Server 2008 R2 Standard","[""DPU-SCAN-01.bev.int""]"
"egadata-01.ega.local","","RZ1-ESX-47","CL_DB","in operation","Oracle Linux Server 7.8","[""egadata-01.ega.local""]"
"EGAELK-01","","RZ1-ESX-39","CL_WEB","in operation","Rocky Linux 8.6","[""EGAELK-01""]"
"EGAELK-02","10.1.25.12","RZ1-ESX-37","CL_DMZ","in operation","Rocky Linux 9.5","[""EGAELK-02""]"
"EGAPDL-01","","RZ2-ESX-59","CL_WEB","in operation","CentOS Linux 7.9.2009","[""EGAPDL-01""]"
"EGAPDL-02","10.1.32.42","RZ1-ESX-39","CL_WEB","in operation","CentOS Linux 7.9.2009","[""EGAPDL-02""]"
"EGASAP-01.ega.local","10.1.33.55","RZ1-ESX-36","CL_DMZ","in operation","Windows Server 2008 R2","[""EGASAP-01.ega.local""]"
"egasdb-01.ega.local","10.1.33.72","RZ2-ESX-47","CL_DB","in operation","Oracle Linux Server 7.7","[""egasdb-01.ega.local""]"
"EGASIGPX-01","","RZ1-ESX-39","CL_WEB","in operation","CentOS Linux 7.7.1908","[""EGASIGPX-01""]"
"ELEMENT-01","10.2.11.210","RZ1-ESX-34","CL_PU","in operation","Rocky Linux 9.5","[""ELEMENT-01""]"
"emcloud-01.bev.int","10.2.8.105","RZ2-ESX-31","CL_PU","in operation","Oracle Linux Server release 8.10","[""emcloud-01.bev.int""]"
"ESPADM-01.bev.int","10.2.5.51","RZ1-ESX-34","CL_PU","in operation","Windows Server 2008 R2 Standard","[""ESPADM-01.bev.int""]"
"ESPADM-02.bev.int","10.2.5.57","RZ1-ESX-50","CL_PU","in operation","Windows Server 2019","[""ESPADM-02.bev.int""]"
"ESPANA-01.bev.int","10.2.5.55","","","in operation","Windows Server 2019 Datacenter","[""ESPANA-01.bev.int""]"
"ESPPRO-01.bev.int","10.2.5.53","RZ1-ESX-33","CL_PU","in operation","Windows Server 2019 Datacenter","[""ESPPRO-01.bev.int""]"
"ESPVEI-01","","RZ1-ESX-34","CL_PU","in operation","CentOS Linux 8.2.2004","[""ESPVEI-01""]"
"ESPVMW-01.bev.int","10.2.5.52","RZ2-ESX-31","CL_PU","in operation","Windows Server 2019 Datacenter","[""ESPVMW-01.bev.int""]"
"ETU-HVV-01","10.6.7.39","RZ2-ESX-56.bev.int","CL_DMZ-TU","in operation","Rocky Linux 9.5","[""ETU-HVV-01""]"
"ETU-HVV-02","10.6.7.38","RZ2-ESX-56.bev.int","CL_DMZ-TU","in operation","Rocky Linux 9.5","[""ETU-HVV-02""]"
"ETU-HVV-02","","RZ2-ESX-56.bev.int","CL_DMZ-TU","in operation","CentOS 4/5","[""ETU-HVV-02""]"
"ETU-MON-01","10.6.7.139","RZ2-ESX-56.bev.int","CL_DMZ-TU","in operation","Rocky Linux 9.5","[""ETU-MON-01""]"
"ETUEGAELK-01","","RZ1-ESX-39","CL_WEB","in operation","Rocky Linux 8.6","[""ETUEGAELK-01""]"
"ETUEGAPDL-01","","RZ1-ESX-39","CL_WEB","in operation","CentOS Linux 7.9.2009","[""ETUEGAPDL-01""]"
"ETUEGAPDL-02","","RZ1-ESX-39","CL_WEB","in operation","CentOS Linux 7.9.2009","[""ETUEGAPDL-02""]"
"etumapproxy-01.egatest.local","10.6.7.33","RZ2-ESX-36","CL_DMZ","in operation","Windows","[""etumapproxy-01.egatest.local""]"
"etumapproxy-02.egatest.local","10.6.7.133","RZ2-ESX-36","CL_DMZ","in operation","Windows","[""etumapproxy-02.egatest.local""]"
"Expedition","10.3.50.230","","","in operation","Ubuntu Linux","[""Expedition""]"
"FIL-FSLOGIX.bev.int","10.2.6.201","RZ1-ESX-50","CL_PU","in operation","Windows Server 2008 R2 Standard","[""FIL-FSLOGIX.bev.int""]"
"fil-fslogix1","","RZ1-ESX-34","CL_PU","in operation","Windows Server 2016","[""fil-fslogix1""]"
"fpgw01","10.2.1.105","RZ1-ESX-33","CL_PU","in operation","CentOS 7","[""fpgw01""]"
"fpgw02","10.2.1.107","RZ1-ESX-34","CL_PU","in operation","CentOS 7","[""fpgw02""]"
"G-WIKI","10.2.6.50","rz2-esx-32.bev.int","CL_PU","in operation","Rocky Linux 9.6","[""G-WIKI""]"
"GEOCLOUD-01","10.2.6.40","RZ1-ESX-33","CL_PU","in operation","CentOS Linux 7.5.1804","[""GEOCLOUD-01""]"
"GES-01","10.1.32.66","","","in operation","CentOS Linux 7.9.2009","[""GES-01""]"
"geuvw10-01.user.bev.int","10.6.9.61","rz2-esx-51.bev.int","CL_BEU","in operation","Windows 10 Pro","[""geuvw10-01.user.bev.int""]"
"GEUVW10-02.user.bev.int","10.6.9.62","rz2-esx-51.bev.int","CL_BEU","in operation","Windows 10 Pro","[""GEUVW10-02.user.bev.int""]"
"GEUVW10-03.user.bev.int","10.6.9.63","rz2-esx-51.bev.int","CL_BEU","in operation","Windows 10 Pro","[""GEUVW10-03.user.bev.int""]"
"GEUVW10-04.user.bev.int","10.6.9.64","RZ2-ESX-41","CL_BEU","in operation","Windows 10 Pro","[""GEUVW10-04.user.bev.int""]"
"GEUVW10-05.user.bev.int","10.6.9.65","RZ2-ESX-41","CL_BEU","in operation","Windows 10","[""GEUVW10-05.user.bev.int""]"
"GEUVW10-06","","RZ2-ESX-41","CL_BEU","in operation","Windows 10","[""GEUVW10-06""]"
"GEUVW10-07.user.bev.int","10.6.9.67","RZ1-ESX-41","CL_BEU","in operation","Windows 10 Pro","[""GEUVW10-07.user.bev.int""]"
"GEUVW10-08.user.bev.int","10.6.9.68","RZ1-ESX-41","CL_BEU","in operation","Windows 10 Pro","[""GEUVW10-08.user.bev.int""]"
"GEUVW10-09.user.bev.int","10.6.9.69","RZ1-ESX-41","CL_BEU","in operation","Windows 10 Pro","[""GEUVW10-09.user.bev.int""]"
"GEUVW10-11.user.bev.int","10.6.9.71","RZ1-ESX-51.bev.int","CL_BEU","in operation","Windows 10 Pro","[""GEUVW10-11.user.bev.int""]"
"GEUVW10-12.user.bev.int","10.6.9.72","RZ1-ESX-41","CL_BEU","in operation","Windows 10 Pro","[""GEUVW10-12.user.bev.int""]"
"GEUVW10-14.user.bev.int","10.6.9.74","rz2-esx-51.bev.int","CL_BEU","in operation","Windows 10 Pro","[""GEUVW10-14.user.bev.int""]"
"GEUVW7-01.user.bev.int","10.70.155.35","RZ2-ESX-41","CL_BEU","in operation","Windows 7","[""GEUVW7-01.user.bev.int""]"
"GEUVW7-03.user.bev.int","10.70.155.37","RZ1-ESX-41","CL_BEU","in operation","Windows 7 Professional","[""GEUVW7-03.user.bev.int""]"
"GEUVW7-04.user.bev.int","10.70.155.38","rz2-esx-51.bev.int","CL_BEU","in operation","Windows 7","[""GEUVW7-04.user.bev.int""]"
"GEUVW7-05.user.bev.int","10.70.155.39","rz2-esx-51.bev.int","CL_BEU","in operation","Windows 7","[""GEUVW7-05.user.bev.int""]"
"GEUVW7-09.user.bev.int","10.70.155.43","RZ1-ESX-51.bev.int","CL_BEU","in operation","Windows 7","[""GEUVW7-09.user.bev.int""]"
"GEUVW7-11.user.bev.int","10.70.155.47","","","in operation","Windows 7","[""GEUVW7-11.user.bev.int""]"
"GEUVW7-21.user.bev.int","10.70.155.21","RZ1-ESX-51.bev.int","CL_BEU","in operation","Windows 7","[""GEUVW7-21.user.bev.int""]"
"GEUVW7-22.user.bev.int","10.70.155.22","RZ1-ESX-51.bev.int","CL_BEU","in operation","Windows 7","[""GEUVW7-22.user.bev.int""]"
"GEUVW7-23.user.bev.int","","","","in operation","Windows 7","[""GEUVW7-23.user.bev.int""]"
"GEUVW7-24.user.bev.int","10.70.155.24","","","in operation","Windows 7","[""GEUVW7-24.user.bev.int""]"
"GEUVW7-25","10.70.155.25","RZ2-ESX-41","CL_BEU","in operation","Windows 7","[""GEUVW7-25""]"
"GEUVW7-27","","","","in operation","Windows 7","[""GEUVW7-27""]"
"GEUVW7-28.user.bev.int","10.70.155.45","","","in operation","Windows 7","[""GEUVW7-28.user.bev.int""]"
"GEUVW7-29.user.bev.int","10.70.155.46","","","in operation","Windows 7","[""GEUVW7-29.user.bev.int""]"
"GEUVW7-31.user.bev.int","10.70.155.31","RZ1-ESX-51.bev.int","CL_BEU","in operation","Windows 7","[""GEUVW7-31.user.bev.int""]"
"GEUVW7-32.user.bev.int","10.70.155.32","rz2-esx-51.bev.int","CL_BEU","in operation","Windows 7","[""GEUVW7-32.user.bev.int""]"
"GEUVW7-33","","RZ1-ESX-41","CL_BEU","in operation","Windows 7","[""GEUVW7-33""]"
"GEUVW7-48.user.bev.int","10.70.155.48","RZ1-ESX-51.bev.int","CL_BEU","in operation","Windows 7","[""GEUVW7-48.user.bev.int""]"
"GEUVW7-49.user.bev.int","10.70.155.49","RZ2-ESX-41","CL_BEU","in operation","Windows 7","[""GEUVW7-49.user.bev.int""]"
"GEUVW7-50.user.bev.int","10.70.155.50","RZ1-ESX-41","CL_BEU","in operation","Windows 7","[""GEUVW7-50.user.bev.int""]"
"GRUPU-1","","RZ1-ESX-39","CL_WEB","in operation","CentOS Linux 7.9.2009","[""GRUPU-1""]"
"GRUPU-2","10.1.42.52","RZ1-ESX-39","CL_WEB","in operation","CentOS Linux 7.9.2009","[""GRUPU-2""]"
"GRUPU-3","","","","in operation","CentOS Linux 7.9.2009","[""GRUPU-3""]"
"HPE-OV4VC","","RZ1-ESX-50","CL_PU","in operation","CentOS","[""HPE-OV4VC""]"
"HPE-RDA-01","10.1.38.21","RZ1-ESX-39","CL_WEB","in operation","CentOS 4/5","[""HPE-RDA-01""]"
"HPEXP8RAID-01.bev.int","","","","in operation","Windows Server 2019 Datacenter","[""HPEXP8RAID-01.bev.int""]"
"HPEXP8RAID-02.bev.int","","rz2-esx-34.bev.int","CL_PU","in operation","Windows Server 2019 Datacenter","[""HPEXP8RAID-02.bev.int""]"
"HPEXPIMS-01.bev.int","10.3.100.70","RZ1-ESX-33","CL_PU","in operation","Oracle Linux 9","[""HPEXPIMS-01.bev.int""]"
"HPEXPPA-01.bev.int","","RZ1-ESX-32","CL_PU","in operation","Windows Server 2019 Datacenter","[""HPEXPPA-01.bev.int""]"
"HVV-01","10.1.33.70","RZ2-ESX-56.bev.int","CL_DMZ-TU","in operation","Rocky Linux 9.5","[""HVV-01""]"
"HVV-01","10.1.33.70","RZ2-ESX-56.bev.int","CL_DMZ-TU","in operation","Rocky Linux 9.5","[""HVV-01""]"
"IGELUMS-01.bev.int","10.2.9.11","","","in operation","Windows Server 2019 Datacenter","[""IGELUMS-01.bev.int""]"
"IGELUMS-02.bev.int","10.2.9.9","RZ2-ESX-31","CL_PU","in operation","Windows Server 2019 Datacenter","[""IGELUMS-02.bev.int""]"
"igelums-03.bev.int","10.2.9.12","RZ1-ESX-34","CL_PU","in operation","Windows Server 2019 Standard","[""igelums-03.bev.int""]"
"insightvm-01","","RZ1-ESX-37","CL_DMZ","in operation","Windows Server 2016","[""insightvm-01""]"
"insightvm-01","10.1.51.111","RZ2-ESX-37","CL_DMZ","in operation","Windows Server 2019","[""insightvm-01""]"
"INTCLOUD-01","10.2.5.35","","","in operation","Rocky Linux 9.5","[""INTCLOUD-01""]"
"intdocx-01.bev.int","10.2.5.36","RZ1-ESX-32","CL_PU","in operation","Rocky Linux 9.6","[""intdocx-01.bev.int""]"
"KUTEST-01","10.2.8.95","RZ1-ESX-50","CL_PU","in operation","Rocky Linux 9.4","[""KUTEST-01""]"
"KUTEST-02","10.2.8.96","RZ2-ESX-31","CL_PU","in operation","CentOS 4/5","[""KUTEST-02""]"
"KUTEST-02","10.2.8.96","RZ2-ESX-33","CL_PU","in operation","Rocky Linux 9.4","[""KUTEST-02""]"
"KUTEST-03","10.2.8.97","RZ2-ESX-33","CL_PU","in operation","Rocky Linux 9.4","[""KUTEST-03""]"
"LEHRORC-01","10.70.2.214","RZ2-ESX-47","CL_DB","in operation","Oracle Linux Server 8.8","[""LEHRORC-01""]"
"logger02","","","","in operation","Windows Server 2016","[""logger02""]"
"logger02","10.1.51.99","","","in operation","","[""logger02""]"
"logger02","10.1.51.99","","","in operation","","[""logger02""]"
"LZZ-05.bev.int","10.2.8.17","","","in operation","Windows Server 2019 Datacenter","[""LZZ-05.bev.int""]"
"messplatz","10.122.73.33","RZ2-ESX-36","CL_DMZ","in operation","CentOS 4/5/6","[""messplatz""]"
"MMAPP-01","10.1.11.31","RZ2-ESX-59","CL_WEB","in operation","CentOS 4/5","[""MMAPP-01""]"
"MMAPP-02","10.1.11.131","","","in operation","CentOS 4/5","[""MMAPP-02""]"
"mmdb.bev.gv.at","","RZ1-ESX-34","CL_PU","in operation","CentOS 6.10","[""mmdb.bev.gv.at""]"
"MOODLETEST","","RZ1-ESX-34","CL_PU","in operation","CentOS","[""MOODLETEST""]"
"MST-O2010.bev.int","","","","in operation","Windows Server 2008 R2","[""MST-O2010.bev.int""]"
"MST-OXXXX.bev.int","","","","in operation","Windows Server 2008 R2","[""MST-OXXXX.bev.int""]"
"NAGIOS-02","10.1.51.32","RZ1-ESX-37","CL_DMZ","in operation","Rocky Linux 9.4","[""NAGIOS-02""]"
"NETBEAM-02.bev.int","10.1.41.41","RZ2-ESX-37","CL_DMZ","in operation","Windows Server 2019 Datacenter","[""NETBEAM-02.bev.int""]"
"NEXUS-1","","RZ1-ESX-34","CL_PU","in operation","Rocky Linux 8.5","[""NEXUS-1""]"
"NGXStreaming","","RZ1-ESX-34","CL_PU","in operation","CentOS","[""NGXStreaming""]"
"NPS-01.bev.int","10.2.6.41","","","in operation","Windows Server 2019 Datacenter","[""NPS-01.bev.int""]"
"NPS-01.bev.int","10.2.6.41","","","in operation","Windows Server 2019 Datacenter","[""NPS-01.bev.int""]"
"OL9x","","RZ1-ESX-34","CL_PU","in operation","Oracle Linux 4/5","[""OL9x""]"
"OracleLinux-8","","RZ1-ESX-47","CL_DB","in operation","Oracle Linux 8","[""OracleLinux-8""]"
"OracleLinux-8","","RZ1-ESX-31","CL_PU","in operation","Oracle Linux 4/5","[""OracleLinux-8""]"
"OracleLinux-8","","","","in operation","Oracle Linux 4/5","[""OracleLinux-8""]"
"OVBACKUP-01","10.3.6.30","RZ1-ESX-32","CL_PU","in operation","CentOS 4/5","[""OVBACKUP-01""]"
"PGR-01","","RZ2-ESX-37","CL_DMZ","in operation","CentOS Linux 7.9.2009","[""PGR-01""]"
"PGSEU-01","10.70.1.51","RZ1-ESX-51.bev.int","CL_BEU","in operation","Rocky Linux 9.6","[""PGSEU-01""]"
"pgseu-01.beu.local","10.70.1.51","RZ2-ESX-41","CL_BEU","in operation","CentOS Linux 7.6.1810","[""pgseu-01.beu.local""]"
"photon-machine","10.2.7.211","","","in operation","Other 3.x Linux","[""photon-machine""]"
"photon-machine","10.2.7.205","","","in operation","Other 3.x Linux","[""photon-machine""]"
"photon-machine","10.2.7.206","RZ1-ESX-29","CL-CTX","in operation","Other 3.x Linux","[""photon-machine""]"
"photon-machine","10.2.7.199","","","in operation","Other 3.x Linux","[""photon-machine""]"
"photon-machine","10.2.7.209","","","in operation","Other 3.x Linux","[""photon-machine""]"
"photon-machine","10.2.7.213","","","in operation","Other 3.x Linux","[""photon-machine""]"
"photon-machine","10.2.7.214","","","in operation","Other 3.x Linux","[""photon-machine""]"
"photon-machine","10.2.7.202","","","in operation","Other 3.x Linux","[""photon-machine""]"
"photon-machine","10.2.7.212","","","in operation","Other 3.x Linux","[""photon-machine""]"
"photon-machine","10.2.7.219","","","in operation","Other 3.x Linux","[""photon-machine""]"
"photon-machine","10.2.7.210","","","in operation","Other 3.x Linux","[""photon-machine""]"
"photon-machine","10.2.7.198","","","in operation","Other 3.x Linux","[""photon-machine""]"
"PortalTemp","","RZ1-ESX-31","CL_PU","in operation","CentOS","[""PortalTemp""]"
"PUKO-TEST","","RZ1-ESX-32","CL_PU","in operation","CentOS","[""PUKO-TEST""]"
"puloginsight.bev.int","10.2.9.126","RZ1-ESX-34","CL_PU","in operation","SuSE Linux Enterprise Server 11","[""puloginsight.bev.int""]"
"PVAMA-01","10.1.29.31","RZ1-ESX-39","CL_WEB","in operation","CentOS 7","[""PVAMA-01""]"
"PVAMA-02","10.1.29.131","RZ1-ESX-39","CL_WEB","in operation","CentOS 7","[""PVAMA-02""]"
"PVS-W7-02","","RZ1-ESX-41","CL_BEU","in operation","Windows 7","[""PVS-W7-02""]"
"QUOWIT-01","10.3.100.15","rz1-esx-16","standalone","in operation","CentOS Linux 7.7.1908","[""QUOWIT-01""]"
"remotesec02","10.1.41.12","RZ1-ESX-36","CL_DMZ","in operation","Windows Server 2019","[""remotesec02""]"
"RH-7x","","RZ1-ESX-32","CL_PU","in operation","Red Hat Enterprise Linux 6","[""RH-7x""]"
"RHEL9x","","RZ1-ESX-31","CL_PU","in operation","CentOS","[""RHEL9x""]"
"RL8-9","","RZ1-ESX-32","CL_PU","in operation","CentOS","[""RL8-9""]"
"rl8x","","RZ2-ESX-31","CL_PU","in operation","CentOS 4/5","[""rl8x""]"
"RL9x","","RZ2-ESX-50","CL_PU","in operation","Rocky Linux","[""RL9x""]"
"RL9x-G73","","RZ2-ESX-50","CL_PU","in operation","Rocky Linux","[""RL9x-G73""]"
"RL9x-XFCE","","RZ2-ESX-50","CL_PU","in operation","CentOS 4/5","[""RL9x-XFCE""]"
"RL9x-XFCE","","","","in operation","CentOS 4/5","[""RL9x-XFCE""]"
"RZ-ADD-01.bev.int","10.2.8.107","RZ2-ESX-31","CL_PU","in operation","Windows Server 2019 Datacenter","[""RZ-ADD-01.bev.int""]"
"RZ-ADI-01.ega.local","10.1.33.40","RZ2-ESX-36","CL_DMZ","in operation","Windows Server 2019","[""RZ-ADI-01.ega.local""]"
"RZ-BEUGIS-01.beu.local","10.70.1.32","RZ2-ESX-41","CL_BEU","in operation","Windows Server 2016","[""RZ-BEUGIS-01.beu.local""]"
"RZ-ETUADI-01.egatest.local","10.6.7.40","RZ2-ESX-36","CL_DMZ","in operation","Windows Server 2019","[""RZ-ETUADI-01.egatest.local""]"
"rz-etuapp-01.egatest.local","10.6.7.62","RZ2-ESX-37","CL_DMZ","in operation","Windows","[""rz-etuapp-01.egatest.local""]"
"RZ-ETUIMP-01.egatest.local","10.6.7.69","RZ2-ESX-37","CL_DMZ","in operation","Windows Server 2019","[""RZ-ETUIMP-01.egatest.local""]"
"rz-etumap-01.egatest.local","10.6.7.63","RZ2-ESX-37","CL_DMZ","in operation","Windows","[""rz-etumap-01.egatest.local""]"
"RZ-ETUSOC-01.egatest.local","10.6.7.45","RZ1-ESX-36","CL_DMZ","in operation","Windows","[""RZ-ETUSOC-01.egatest.local""]"
"RZ-ETUSOC-02.egatest.local","10.6.7.46","RZ1-ESX-37","CL_DMZ","in operation","Windows Server 2019","[""RZ-ETUSOC-02.egatest.local""]"
"RZ-FME-01.bev.int","10.2.11.4","RZ1-ESX-32","CL_PU","in operation","Windows Server 2019 Datacenter","[""RZ-FME-01.bev.int""]"
"RZ-FME-02.bev.int","10.2.11.5","","","in operation","Windows Server 2019 Datacenter","[""RZ-FME-02.bev.int""]"
"RZ-IMC-01.bev.int","10.2.5.224","RZ1-ESX-33","CL_PU","in operation","Windows Server 2019 Datacenter","[""RZ-IMC-01.bev.int""]"
"RZ-STCENT-01.bev.int","10.2.5.60","RZ2-ESX-31","CL_PU","in operation","Windows Server 2019 Datacenter","[""RZ-STCENT-01.bev.int""]"
"RZ-STROB1-01.bev.int","10.2.5.61","","","in operation","Windows Server 2019 Datacenter","[""RZ-STROB1-01.bev.int""]"
"RZ-STWFST-01.bev.int","10.2.5.62","","","in operation","Windows Server 2019 Datacenter","[""RZ-STWFST-01.bev.int""]"
"RZ0-FIL-30.bev.int","10.2.2.130","RZ1-ESX-31","CL_PU","in operation","Windows Server 2016","[""RZ0-FIL-30.bev.int""]"
"RZ0-FIL-50.bev.int","10.2.2.3","RZ2-ESX-50","CL_PU","in operation","Windows Server 2008 R2 Standard","[""RZ0-FIL-50.bev.int""]"
"RZ0-FIL-51.bev.int","10.2.2.4","rz2-esx-32.bev.int","CL_PU","in operation","Windows Server 2019 Datacenter","[""RZ0-FIL-51.bev.int""]"
"RZ0-FIL-90.bev.int","10.2.2.90","RZ2-ESX-50","CL_PU","in operation","Windows Server 2019 Datacenter","[""RZ0-FIL-90.bev.int""]"
"rz0-ort-01.ega.local","10.1.33.61","RZ2-ESX-37","CL_DMZ","in operation","Windows Server 2008 R2","[""rz0-ort-01.ega.local""]"
"RZ1-ADS-01.bev.int","10.2.10.3","rz1-esx-16","standalone","in operation","Windows Server 2008 R2 Standard","[""RZ1-ADS-01.bev.int""]"
"RZ1-ADS-03.bev.int","","RZ1-ESX-32","CL_PU","in operation","Windows Server 2003 Standard","[""RZ1-ADS-03.bev.int""]"
"rz1-ams-01.ega.local","10.1.32.26","RZ1-ESX-39","CL_WEB","in operation","CentOS 5","[""rz1-ams-01.ega.local""]"
"RZ1-AOT-01.bev.int","10.1.64.37","RZ1-ESX-37","CL_DMZ","in operation","Windows Server 2008 Standard","[""RZ1-AOT-01.bev.int""]"
"rz1-app-01.ega.local","10.1.33.45","RZ2-ESX-36","CL_DMZ","in operation","Windows","[""rz1-app-01.ega.local""]"
"rz1-app-02.ega.local","10.1.33.46","RZ2-ESX-36","CL_DMZ","in operation","Windows","[""rz1-app-02.ega.local""]"
"RZ1-APS-01","10.1.5.31","","","in operation","Windows Server 2008 R2","[""RZ1-APS-01""]"
"RZ1-APS-02.bev.int","10.1.4.32","","","in operation","Windows Server 2008 R2","[""RZ1-APS-02.bev.int""]"
"RZ1-APS-03.bev.int","10.1.4.33","","","in operation","Windows Server 2008 R2","[""RZ1-APS-03.bev.int""]"
"RZ1-APS-04.bev.int","10.1.4.34","","","in operation","Windows Server 2008 R2","[""RZ1-APS-04.bev.int""]"
"RZ1-APS-05.bev.int","10.1.4.35","","","in operation","Windows Server 2008 R2","[""RZ1-APS-05.bev.int""]"
"RZ1-ARC-01.bev.int","10.1.64.210","RZ2-ESX-37","CL_DMZ","in operation","Windows Server 2008 Enterprise","[""RZ1-ARC-01.bev.int""]"
"RZ1-ASS-01.bev.int","10.2.7.4","RZ1-ESX-29","CL-CTX","in operation","Windows Server 2008 R2 Standard","[""RZ1-ASS-01.bev.int""]"
"RZ1-AWI-01","10.1.29.11","RZ1-ESX-39","CL_WEB","in operation","CentOS 4/5","[""RZ1-AWI-01""]"
"RZ1-AWP-01","10.1.40.11","RZ2-ESX-36","CL_DMZ","in operation","Rocky Linux 9.6","[""RZ1-AWP-01""]"
"rz1-bom-01.bev.int","10.2.5.26","RZ1-ESX-50","CL_PU","in operation","CentOS release 5.8","[""rz1-bom-01.bev.int""]"
"RZ1-BPM-01.bev.int","10.2.5.22","","","in operation","Windows Server 2008 R2 Standard","[""RZ1-BPM-01.bev.int""]"
"RZ1-COM-01","","RZ2-ESX-31","CL_PU","in operation","Red Hat Advanced Server 2.1","[""RZ1-COM-01""]"
"RZ1-CON-01.bev.int","10.1.64.204","RZ1-ESX-37","CL_DMZ","in operation","Windows Server 2008 Enterprise","[""RZ1-CON-01.bev.int""]"
"RZ1-CRR-01.bev.int","10.2.5.25","rz2-esx-34.bev.int","CL_PU","in operation","Windows Server 2008 R2 Standard","[""RZ1-CRR-01.bev.int""]"
"RZ1-DDC-02.bev.int","10.2.7.5","","","in operation","Windows Server 2008 R2 Standard","[""RZ1-DDC-02.bev.int""]"
"RZ1-EGA-01.ega.local","10.1.33.16","RZ1-ESX-37","CL_DMZ","in operation","Windows Server 2003 Standard","[""RZ1-EGA-01.ega.local""]"
"rz1-ega-01.ega.local","10.1.33.16","RZ2-ESX-37","CL_DMZ","in operation","Windows Server 2019","[""rz1-ega-01.ega.local""]"
"RZ1-EGA-03","10.1.33.17","RZ2-ESX-37","CL_DMZ","in operation","Windows Server 2008 R2","[""RZ1-EGA-03""]"
"RZ1-EMR-01","","RZ1-ESX-36","CL_DMZ","in operation","Windows Server 2003 Standard","[""RZ1-EMR-01""]"
"rz1-etuapp-01.egatest.local","10.6.7.31","RZ2-ESX-36","CL_DMZ","in operation","Windows","[""rz1-etuapp-01.egatest.local""]"
"rz1-etumap-01.egatest.local","10.6.7.32","RZ2-ESX-37","CL_DMZ","in operation","Windows","[""rz1-etumap-01.egatest.local""]"
"rz1-etusoc-01.egatest.local","10.6.7.35","RZ1-ESX-36","CL_DMZ","in operation","Windows","[""rz1-etusoc-01.egatest.local""]"
"RZ1-ETUWSA-01","10.6.8.21","RZ1-ESX-39","CL_WEB","in operation","CentOS 5.2","[""RZ1-ETUWSA-01""]"
"RZ1-ETUWSA-01.egatest.local","10.6.8.21","","","in operation","CentOS 5.2","[""RZ1-ETUWSA-01.egatest.local""]"
"RZ1-FTP-01.bev.int","","RZ1-ESX-34","CL_PU","in operation","Windows Server 2003 Standard","[""RZ1-FTP-01.bev.int""]"
"RZ1-GBS-01","10.1.34.21","RZ1-ESX-36","CL_DMZ","in operation","CentOS Linux 7.8.2003","[""RZ1-GBS-01""]"
"RZ1-GBS-01","10.1.34.21","RZ2-ESX-36","CL_DMZ","in operation","Rocky Linux 9.6","[""RZ1-GBS-01""]"
"RZ1-GBS-02","10.1.34.22","RZ1-ESX-37","CL_DMZ","in operation","CentOS Linux 7.8.2003","[""RZ1-GBS-02""]"
"RZ1-GBS-02","10.1.34.22","RZ2-ESX-36","CL_DMZ","in operation","Rocky Linux 9.6","[""RZ1-GBS-02""]"
"RZ1-GTUGBS-01","10.6.6.10","RZ1-ESX-37","CL_DMZ","in operation","CentOS Linux 7.8.2003","[""RZ1-GTUGBS-01""]"
"RZ1-GTUGBS-01","10.6.6.10","RZ2-ESX-36","CL_DMZ","in operation","Rocky Linux 9.6","[""RZ1-GTUGBS-01""]"
"RZ1-GTUKFS-01","10.6.6.20","RZ1-ESX-37","CL_DMZ","in operation","CentOS Linux 7.8.2003","[""RZ1-GTUKFS-01""]"
"RZ1-GTUKFS-01","10.6.6.20","RZ2-ESX-36","CL_DMZ","in operation","Rocky Linux 9.6","[""RZ1-GTUKFS-01""]"
"RZ1-GWR-01","10.1.15.22","RZ1-ESX-39","CL_WEB","in operation","CentOS 7","[""RZ1-GWR-01""]"
"rz1-inf-01.ega.local","","RZ1-ESX-37","CL_DMZ","in operation","Red Hat Advanced Server 2.1","[""rz1-inf-01.ega.local""]"
