UniqueID;Title;Primary hostaddress;Host in cluster;Running on host / cluster;CMDB status;Operating system
BTUKFS-3_10.6.6.61_RZ1-ESX-37;BTUKFS-3;10.6.6.61;RZ1-ESX-37;CL_DMZ;in operation;Rocky Linux 9.6
BTUKMORC-01_10.75.1.81_RZ2-ESX-47;BTUKMORC-01;10.75.1.81;RZ2-ESX-47;CL_DB;in operation;Oracle Linux Server 9.5
BTUKMORC-01_10.75.1.81_RZ2-ESX-46;BTUKMORC-01;10.75.1.81;RZ2-ESX-46;CL_DB;in operation;Oracle Linux Server 9.5
BTUMMAPP-01_RZ1-ESX-37;BTUMMAPP-01;;RZ1-ESX-37;CL_DMZ;in operation;Rocky Linux 8.7
BTUMOODLE-01_RZ2-ESX-36;BTUMOODLE-01;;RZ2-ESX-36;CL_DMZ;in operation;Rocky Linux 8.6
BTUNEX-1_RZ2-ESX-36;BTUNEX-1;;RZ2-ESX-36;CL_DMZ;in operation;Rocky Linux 8.5
BTUSENTRY-1_10.75.10.11_RZ1-ESX-36;BTUSENTRY-1;10.75.10.11;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.9.2009
BTUVDE-1_RZ2-ESX-56.bev.int;BTUVDE-1;;RZ2-ESX-56.bev.int;CL_DMZ-TU;in operation;Rocky Linux 8.9
BTUVDE-2_10.75.2.122_RZ2-ESX-56.bev.int;BTUVDE-2;10.75.2.122;RZ2-ESX-56.bev.int;CL_DMZ-TU;in operation;Rocky Linux 8.9
BTUVDE-3_RZ2-ESX-56.bev.int;BTUVDE-3;;RZ2-ESX-56.bev.int;CL_DMZ-TU;in operation;Rocky Linux 8.9
BTUVDE-4_RZ2-ESX-56.bev.int;BTUVDE-4;;RZ2-ESX-56.bev.int;CL_DMZ-TU;in operation;Rocky Linux 8.9
BTUVDE-5_10.75.2.125_RZ2-ESX-56.bev.int;BTUVDE-5;10.75.2.125;RZ2-ESX-56.bev.int;CL_DMZ-TU;in operation;Rocky Linux 8.9
BTUVDE-6_RZ2-ESX-56.bev.int;BTUVDE-6;;RZ2-ESX-56.bev.int;CL_DMZ-TU;in operation;Rocky Linux 8.9
BTUVDE-7_10.75.2.127_RZ2-ESX-56.bev.int;BTUVDE-7;10.75.2.127;RZ2-ESX-56.bev.int;CL_DMZ-TU;in operation;Rocky Linux 8.9
BTUVDE-8_10.75.2.128_RZ2-ESX-56.bev.int;BTUVDE-8;10.75.2.128;RZ2-ESX-56.bev.int;CL_DMZ-TU;in operation;Rocky Linux 8.9
BTUVEKDB-01_10.75.2.65_RZ2-ESX-37;BTUVEKDB-01;10.75.2.65;RZ2-ESX-37;CL_DMZ;in operation;CentOS Linux 7.9.2009
BTUVEKDB-02_RZ1-ESX-36;BTUVEKDB-02;;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.9.2009
BTUWORKBENCHREPORT-01_10.75.2.38_RZ2-ESX-37;BTUWORKBENCHREPORT-01;10.75.2.38;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 9.6
BTUZDA-03_10.75.2.143_RZ2-ESX-37;BTUZDA-03;10.75.2.143;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 8.5
BTUZDA-03_10.75.2.143_RZ1-ESX-37;BTUZDA-03;10.75.2.143;RZ1-ESX-37;CL_DMZ;in operation;Rocky Linux 9.4
BUILD-01_10.2.3.18_rz2-esx-32.bev.int;BUILD-01;10.2.3.18;rz2-esx-32.bev.int;CL_PU;in operation;CentOS Linux 7.9.2009
CAI-01.bev.int_10.2.1.185_rz2-esx-32.bev.int;CAI-01.bev.int;10.2.1.185;rz2-esx-32.bev.int;CL_PU;in operation;Windows Server 2019 Datacenter
CAI-02.bev.int_10.2.1.186_RZ1-ESX-34;CAI-02.bev.int;10.2.1.186;RZ1-ESX-34;CL_PU;in operation;Windows Server 2019 Datacenter
CAI-02.bev.int_10.2.1.186_RZ1-ESX-34;CAI-02.bev.int;10.2.1.186;RZ1-ESX-34;CL_PU;in operation;Windows Server 2019 Datacenter
CAROOT_RZ1-ESX-34;CAROOT;;RZ1-ESX-34;CL_PU;in operation;Windows Server 2019
CentOS-REPO_RZ1-ESX-34;CentOS-REPO;;RZ1-ESX-34;CL_PU;in operation;CentOS
CMDBTEST-01_RZ1-ESX-33;CMDBTEST-01;;RZ1-ESX-33;CL_PU;in operation;CentOS
cpepmgr03_10.2.1.53_rz2-esx-32.bev.int;cpepmgr03;10.2.1.53;rz2-esx-32.bev.int;CL_PU;in operation;Red Hat Enterprise Linux 7
CPPM01_10.2.1.221_RZ2-ESX-50;CPPM01;10.2.1.221;RZ2-ESX-50;CL_PU;in operation;Other 4.x or later Linux
CPPM11_10.2.1.211_RZ1-ESX-31;CPPM11;10.2.1.211;RZ1-ESX-31;CL_PU;in operation;Other 4.x or later Linux
CPPM12_10.2.1.212_RZ2-ESX-31;CPPM12;10.2.1.212;RZ2-ESX-31;CL_PU;in operation;Other 4.x or later Linux
ctxnsx-01.bev.int_10.2.9.128_RZ2-ESX-31;ctxnsx-01.bev.int;10.2.9.128;RZ2-ESX-31;CL_PU;in operation;Other 4.x or later Linux
DB2GIS-01;DB2GIS-01;;;;in operation;Rocky Linux 8.7
DBDE-01_10.2.6.16_rz2-esx-32.bev.int;DBDE-01;10.2.6.16;rz2-esx-32.bev.int;CL_PU;in operation;Rocky Linux 9.4
DC-1_10.1.6.41;DC-1;10.1.6.41;;;in operation;CentOS 7
DC-2_10.1.6.32;DC-2;10.1.6.32;;;in operation;CentOS 7
DC-3_10.1.6.33;DC-3;10.1.6.33;;;in operation;CentOS 7
DESKTOP-0GKSU9E_10.1.37.201_RZ1-ESX-38;DESKTOP-0GKSU9E;10.1.37.201;RZ1-ESX-38;CL_APOS;in operation;Windows 10
DESKTOP-5V7AKTM_10.1.37.200_RZ1-ESX-38;DESKTOP-5V7AKTM;10.1.37.200;RZ1-ESX-38;CL_APOS;in operation;Windows 10
DHCP-01.bev.int_10.2.2.2_RZ1-ESX-34;DHCP-01.bev.int;10.2.2.2;RZ1-ESX-34;CL_PU;in operation;Windows Server 2019 Datacenter
DHCP-02_10.2.2.102_RZ1-ESX-34;DHCP-02;10.2.2.102;RZ1-ESX-34;CL_PU;in operation;Windows Server 2019
DHCP-02old_RZ1-ESX-31;DHCP-02old;;RZ1-ESX-31;CL_PU;in operation;Windows Server 2008 R2
DokuWiki_RZ1-ESX-32;DokuWiki;;RZ1-ESX-32;CL_PU;in operation;Rocky Linux 8.10
DPU-SCAN-01.bev.int_10.2.6.33_RZ1-ESX-50;DPU-SCAN-01.bev.int;10.2.6.33;RZ1-ESX-50;CL_PU;in operation;Windows Server 2008 R2 Standard
egadata-01.ega.local_RZ1-ESX-47;egadata-01.ega.local;;RZ1-ESX-47;CL_DB;in operation;Oracle Linux Server 7.8
EGAELK-01_RZ1-ESX-39;EGAELK-01;;RZ1-ESX-39;CL_WEB;in operation;Rocky Linux 8.6
EGAELK-02_10.1.25.12_RZ1-ESX-37;EGAELK-02;10.1.25.12;RZ1-ESX-37;CL_DMZ;in operation;Rocky Linux 9.5
EGAPDL-01_RZ2-ESX-59;EGAPDL-01;;RZ2-ESX-59;CL_WEB;in operation;CentOS Linux 7.9.2009
EGAPDL-02_10.1.32.42_RZ1-ESX-39;EGAPDL-02;10.1.32.42;RZ1-ESX-39;CL_WEB;in operation;CentOS Linux 7.9.2009
EGASAP-01.ega.local_10.1.33.55_RZ1-ESX-36;EGASAP-01.ega.local;10.1.33.55;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
egasdb-01.ega.local_10.1.33.72_RZ2-ESX-47;egasdb-01.ega.local;10.1.33.72;RZ2-ESX-47;CL_DB;in operation;Oracle Linux Server 7.7
EGASIGPX-01_RZ1-ESX-39;EGASIGPX-01;;RZ1-ESX-39;CL_WEB;in operation;CentOS Linux 7.7.1908
ELEMENT-01_10.2.11.210_RZ1-ESX-34;ELEMENT-01;10.2.11.210;RZ1-ESX-34;CL_PU;in operation;Rocky Linux 9.5
emcloud-01.bev.int_10.2.8.105_RZ2-ESX-31;emcloud-01.bev.int;10.2.8.105;RZ2-ESX-31;CL_PU;in operation;Oracle Linux Server release 8.10
ESPADM-01.bev.int_10.2.5.51_RZ1-ESX-34;ESPADM-01.bev.int;10.2.5.51;RZ1-ESX-34;CL_PU;in operation;Windows Server 2008 R2 Standard
ESPADM-02.bev.int_10.2.5.57_RZ1-ESX-50;ESPADM-02.bev.int;10.2.5.57;RZ1-ESX-50;CL_PU;in operation;Windows Server 2019
ESPANA-01.bev.int_10.2.5.55;ESPANA-01.bev.int;10.2.5.55;;;in operation;Windows Server 2019 Datacenter
ESPPRO-01.bev.int_10.2.5.53_RZ1-ESX-33;ESPPRO-01.bev.int;10.2.5.53;RZ1-ESX-33;CL_PU;in operation;Windows Server 2019 Datacenter
ESPVEI-01_RZ1-ESX-34;ESPVEI-01;;RZ1-ESX-34;CL_PU;in operation;CentOS Linux 8.2.2004
ESPVMW-01.bev.int_10.2.5.52_RZ2-ESX-31;ESPVMW-01.bev.int;10.2.5.52;RZ2-ESX-31;CL_PU;in operation;Windows Server 2019 Datacenter
ETU-HVV-01_10.6.7.39_RZ2-ESX-56.bev.int;ETU-HVV-01;10.6.7.39;RZ2-ESX-56.bev.int;CL_DMZ-TU;in operation;Rocky Linux 9.5
ETU-HVV-02_10.6.7.38_RZ2-ESX-56.bev.int;ETU-HVV-02;10.6.7.38;RZ2-ESX-56.bev.int;CL_DMZ-TU;in operation;Rocky Linux 9.5
ETU-HVV-02_RZ2-ESX-56.bev.int;ETU-HVV-02;;RZ2-ESX-56.bev.int;CL_DMZ-TU;in operation;CentOS 4/5
ETU-MON-01_10.6.7.139_RZ2-ESX-56.bev.int;ETU-MON-01;10.6.7.139;RZ2-ESX-56.bev.int;CL_DMZ-TU;in operation;Rocky Linux 9.5
ETUEGAELK-01_RZ1-ESX-39;ETUEGAELK-01;;RZ1-ESX-39;CL_WEB;in operation;Rocky Linux 8.6
ETUEGAPDL-01_RZ1-ESX-39;ETUEGAPDL-01;;RZ1-ESX-39;CL_WEB;in operation;CentOS Linux 7.9.2009
ETUEGAPDL-02_RZ1-ESX-39;ETUEGAPDL-02;;RZ1-ESX-39;CL_WEB;in operation;CentOS Linux 7.9.2009
etumapproxy-01.egatest.local_10.6.7.33_RZ2-ESX-36;etumapproxy-01.egatest.local;10.6.7.33;RZ2-ESX-36;CL_DMZ;in operation;Windows
etumapproxy-02.egatest.local_10.6.7.133_RZ2-ESX-36;etumapproxy-02.egatest.local;10.6.7.133;RZ2-ESX-36;CL_DMZ;in operation;Windows
Expedition_10.3.50.230;Expedition;10.3.50.230;;;in operation;Ubuntu Linux
FIL-FSLOGIX.bev.int_10.2.6.201_RZ1-ESX-50;FIL-FSLOGIX.bev.int;10.2.6.201;RZ1-ESX-50;CL_PU;in operation;Windows Server 2008 R2 Standard
fil-fslogix1_RZ1-ESX-34;fil-fslogix1;;RZ1-ESX-34;CL_PU;in operation;Windows Server 2016
fpgw01_10.2.1.105_RZ1-ESX-33;fpgw01;10.2.1.105;RZ1-ESX-33;CL_PU;in operation;CentOS 7
fpgw02_10.2.1.107_RZ1-ESX-34;fpgw02;10.2.1.107;RZ1-ESX-34;CL_PU;in operation;CentOS 7
G-WIKI_10.2.6.50_rz2-esx-32.bev.int;G-WIKI;10.2.6.50;rz2-esx-32.bev.int;CL_PU;in operation;Rocky Linux 9.6
GEOCLOUD-01_10.2.6.40_RZ1-ESX-33;GEOCLOUD-01;10.2.6.40;RZ1-ESX-33;CL_PU;in operation;CentOS Linux 7.5.1804
GES-01_10.1.32.66;GES-01;10.1.32.66;;;in operation;CentOS Linux 7.9.2009
geuvw10-01.user.bev.int_10.6.9.61_rz2-esx-51.bev.int;geuvw10-01.user.bev.int;10.6.9.61;rz2-esx-51.bev.int;CL_BEU;in operation;Windows 10 Pro
GEUVW10-02.user.bev.int_10.6.9.62_rz2-esx-51.bev.int;GEUVW10-02.user.bev.int;10.6.9.62;rz2-esx-51.bev.int;CL_BEU;in operation;Windows 10 Pro
GEUVW10-03.user.bev.int_10.6.9.63_rz2-esx-51.bev.int;GEUVW10-03.user.bev.int;10.6.9.63;rz2-esx-51.bev.int;CL_BEU;in operation;Windows 10 Pro
GEUVW10-04.user.bev.int_10.6.9.64_RZ2-ESX-41;GEUVW10-04.user.bev.int;10.6.9.64;RZ2-ESX-41;CL_BEU;in operation;Windows 10 Pro
GEUVW10-05.user.bev.int_10.6.9.65_RZ2-ESX-41;GEUVW10-05.user.bev.int;10.6.9.65;RZ2-ESX-41;CL_BEU;in operation;Windows 10
GEUVW10-06_RZ2-ESX-41;GEUVW10-06;;RZ2-ESX-41;CL_BEU;in operation;Windows 10
GEUVW10-07.user.bev.int_10.6.9.67_RZ1-ESX-41;GEUVW10-07.user.bev.int;10.6.9.67;RZ1-ESX-41;CL_BEU;in operation;Windows 10 Pro
GEUVW10-08.user.bev.int_10.6.9.68_RZ1-ESX-41;GEUVW10-08.user.bev.int;10.6.9.68;RZ1-ESX-41;CL_BEU;in operation;Windows 10 Pro
GEUVW10-09.user.bev.int_10.6.9.69_RZ1-ESX-41;GEUVW10-09.user.bev.int;10.6.9.69;RZ1-ESX-41;CL_BEU;in operation;Windows 10 Pro
GEUVW10-11.user.bev.int_10.6.9.71_RZ1-ESX-51.bev.int;GEUVW10-11.user.bev.int;10.6.9.71;RZ1-ESX-51.bev.int;CL_BEU;in operation;Windows 10 Pro
GEUVW10-12.user.bev.int_10.6.9.72_RZ1-ESX-41;GEUVW10-12.user.bev.int;10.6.9.72;RZ1-ESX-41;CL_BEU;in operation;Windows 10 Pro
GEUVW10-14.user.bev.int_10.6.9.74_rz2-esx-51.bev.int;GEUVW10-14.user.bev.int;10.6.9.74;rz2-esx-51.bev.int;CL_BEU;in operation;Windows 10 Pro
GEUVW7-01.user.bev.int_10.70.155.35_RZ2-ESX-41;GEUVW7-01.user.bev.int;10.70.155.35;RZ2-ESX-41;CL_BEU;in operation;Windows 7
GEUVW7-03.user.bev.int_10.70.155.37_RZ1-ESX-41;GEUVW7-03.user.bev.int;10.70.155.37;RZ1-ESX-41;CL_BEU;in operation;Windows 7 Professional
GEUVW7-04.user.bev.int_10.70.155.38_rz2-esx-51.bev.int;GEUVW7-04.user.bev.int;10.70.155.38;rz2-esx-51.bev.int;CL_BEU;in operation;Windows 7
GEUVW7-05.user.bev.int_10.70.155.39_rz2-esx-51.bev.int;GEUVW7-05.user.bev.int;10.70.155.39;rz2-esx-51.bev.int;CL_BEU;in operation;Windows 7
GEUVW7-09.user.bev.int_10.70.155.43_RZ1-ESX-51.bev.int;GEUVW7-09.user.bev.int;10.70.155.43;RZ1-ESX-51.bev.int;CL_BEU;in operation;Windows 7
GEUVW7-11.user.bev.int_10.70.155.47;GEUVW7-11.user.bev.int;10.70.155.47;;;in operation;Windows 7
GEUVW7-21.user.bev.int_10.70.155.21_RZ1-ESX-51.bev.int;GEUVW7-21.user.bev.int;10.70.155.21;RZ1-ESX-51.bev.int;CL_BEU;in operation;Windows 7
GEUVW7-22.user.bev.int_10.70.155.22_RZ1-ESX-51.bev.int;GEUVW7-22.user.bev.int;10.70.155.22;RZ1-ESX-51.bev.int;CL_BEU;in operation;Windows 7
GEUVW7-23.user.bev.int;GEUVW7-23.user.bev.int;;;;in operation;Windows 7
GEUVW7-24.user.bev.int_10.70.155.24;GEUVW7-24.user.bev.int;10.70.155.24;;;in operation;Windows 7
GEUVW7-25_10.70.155.25_RZ2-ESX-41;GEUVW7-25;10.70.155.25;RZ2-ESX-41;CL_BEU;in operation;Windows 7
GEUVW7-27;GEUVW7-27;;;;in operation;Windows 7
GEUVW7-28.user.bev.int_10.70.155.45;GEUVW7-28.user.bev.int;10.70.155.45;;;in operation;Windows 7
GEUVW7-29.user.bev.int_10.70.155.46;GEUVW7-29.user.bev.int;10.70.155.46;;;in operation;Windows 7
GEUVW7-31.user.bev.int_10.70.155.31_RZ1-ESX-51.bev.int;GEUVW7-31.user.bev.int;10.70.155.31;RZ1-ESX-51.bev.int;CL_BEU;in operation;Windows 7
GEUVW7-32.user.bev.int_10.70.155.32_rz2-esx-51.bev.int;GEUVW7-32.user.bev.int;10.70.155.32;rz2-esx-51.bev.int;CL_BEU;in operation;Windows 7
GEUVW7-33_RZ1-ESX-41;GEUVW7-33;;RZ1-ESX-41;CL_BEU;in operation;Windows 7
GEUVW7-48.user.bev.int_10.70.155.48_RZ1-ESX-51.bev.int;GEUVW7-48.user.bev.int;10.70.155.48;RZ1-ESX-51.bev.int;CL_BEU;in operation;Windows 7
GEUVW7-49.user.bev.int_10.70.155.49_RZ2-ESX-41;GEUVW7-49.user.bev.int;10.70.155.49;RZ2-ESX-41;CL_BEU;in operation;Windows 7
GEUVW7-50.user.bev.int_10.70.155.50_RZ1-ESX-41;GEUVW7-50.user.bev.int;10.70.155.50;RZ1-ESX-41;CL_BEU;in operation;Windows 7
GRUPU-1_RZ1-ESX-39;GRUPU-1;;RZ1-ESX-39;CL_WEB;in operation;CentOS Linux 7.9.2009
GRUPU-2_10.1.42.52_RZ1-ESX-39;GRUPU-2;10.1.42.52;RZ1-ESX-39;CL_WEB;in operation;CentOS Linux 7.9.2009
GRUPU-3;GRUPU-3;;;;in operation;CentOS Linux 7.9.2009
HPE-OV4VC_RZ1-ESX-50;HPE-OV4VC;;RZ1-ESX-50;CL_PU;in operation;CentOS
HPE-RDA-01_10.1.38.21_RZ1-ESX-39;HPE-RDA-01;10.1.38.21;RZ1-ESX-39;CL_WEB;in operation;CentOS 4/5
HPEXP8RAID-01.bev.int;HPEXP8RAID-01.bev.int;;;;in operation;Windows Server 2019 Datacenter
HPEXP8RAID-02.bev.int_rz2-esx-34.bev.int;HPEXP8RAID-02.bev.int;;rz2-esx-34.bev.int;CL_PU;in operation;Windows Server 2019 Datacenter
HPEXPIMS-01.bev.int_10.3.100.70_RZ1-ESX-33;HPEXPIMS-01.bev.int;10.3.100.70;RZ1-ESX-33;CL_PU;in operation;Oracle Linux 9
HPEXPPA-01.bev.int_RZ1-ESX-32;HPEXPPA-01.bev.int;;RZ1-ESX-32;CL_PU;in operation;Windows Server 2019 Datacenter
HVV-01_10.1.33.70_RZ2-ESX-56.bev.int;HVV-01;10.1.33.70;RZ2-ESX-56.bev.int;CL_DMZ-TU;in operation;Rocky Linux 9.5
HVV-01_10.1.33.70_RZ2-ESX-56.bev.int;HVV-01;10.1.33.70;RZ2-ESX-56.bev.int;CL_DMZ-TU;in operation;Rocky Linux 9.5
IGELUMS-01.bev.int_10.2.9.11;IGELUMS-01.bev.int;10.2.9.11;;;in operation;Windows Server 2019 Datacenter
IGELUMS-02.bev.int_10.2.9.9_RZ2-ESX-31;IGELUMS-02.bev.int;10.2.9.9;RZ2-ESX-31;CL_PU;in operation;Windows Server 2019 Datacenter
igelums-03.bev.int_10.2.9.12_RZ1-ESX-34;igelums-03.bev.int;10.2.9.12;RZ1-ESX-34;CL_PU;in operation;Windows Server 2019 Standard
insightvm-01_RZ1-ESX-37;insightvm-01;;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2016
insightvm-01_10.1.51.111_RZ2-ESX-37;insightvm-01;10.1.51.111;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2019
INTCLOUD-01_10.2.5.35;INTCLOUD-01;10.2.5.35;;;in operation;Rocky Linux 9.5
intdocx-01.bev.int_10.2.5.36_RZ1-ESX-32;intdocx-01.bev.int;10.2.5.36;RZ1-ESX-32;CL_PU;in operation;Rocky Linux 9.6
KUTEST-01_10.2.8.95_RZ1-ESX-50;KUTEST-01;10.2.8.95;RZ1-ESX-50;CL_PU;in operation;Rocky Linux 9.4
KUTEST-02_10.2.8.96_RZ2-ESX-31;KUTEST-02;10.2.8.96;RZ2-ESX-31;CL_PU;in operation;CentOS 4/5
KUTEST-02_10.2.8.96_RZ2-ESX-33;KUTEST-02;10.2.8.96;RZ2-ESX-33;CL_PU;in operation;Rocky Linux 9.4
KUTEST-03_10.2.8.97_RZ2-ESX-33;KUTEST-03;10.2.8.97;RZ2-ESX-33;CL_PU;in operation;Rocky Linux 9.4
LEHRORC-01_10.70.2.214_RZ2-ESX-47;LEHRORC-01;10.70.2.214;RZ2-ESX-47;CL_DB;in operation;Oracle Linux Server 8.8
logger02;logger02;;;;in operation;Windows Server 2016
logger02_10.1.51.99;logger02;10.1.51.99;;;in operation;
logger02_10.1.51.99;logger02;10.1.51.99;;;in operation;
LZZ-05.bev.int_10.2.8.17;LZZ-05.bev.int;10.2.8.17;;;in operation;Windows Server 2019 Datacenter
messplatz_10.122.73.33_RZ2-ESX-36;messplatz;10.122.73.33;RZ2-ESX-36;CL_DMZ;in operation;CentOS 4/5/6
MMAPP-01_10.1.11.31_RZ2-ESX-59;MMAPP-01;10.1.11.31;RZ2-ESX-59;CL_WEB;in operation;CentOS 4/5
MMAPP-02_10.1.11.131;MMAPP-02;10.1.11.131;;;in operation;CentOS 4/5
mmdb.bev.gv.at_RZ1-ESX-34;mmdb.bev.gv.at;;RZ1-ESX-34;CL_PU;in operation;CentOS 6.10
MOODLETEST_RZ1-ESX-34;MOODLETEST;;RZ1-ESX-34;CL_PU;in operation;CentOS
MST-O2010.bev.int;MST-O2010.bev.int;;;;in operation;Windows Server 2008 R2
MST-OXXXX.bev.int;MST-OXXXX.bev.int;;;;in operation;Windows Server 2008 R2
NAGIOS-02_10.1.51.32_RZ1-ESX-37;NAGIOS-02;10.1.51.32;RZ1-ESX-37;CL_DMZ;in operation;Rocky Linux 9.4
NETBEAM-02.bev.int_10.1.41.41_RZ2-ESX-37;NETBEAM-02.bev.int;10.1.41.41;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2019 Datacenter
NEXUS-1_RZ1-ESX-34;NEXUS-1;;RZ1-ESX-34;CL_PU;in operation;Rocky Linux 8.5
NGXStreaming_RZ1-ESX-34;NGXStreaming;;RZ1-ESX-34;CL_PU;in operation;CentOS
NPS-01.bev.int_10.2.6.41;NPS-01.bev.int;10.2.6.41;;;in operation;Windows Server 2019 Datacenter
NPS-01.bev.int_10.2.6.41;NPS-01.bev.int;10.2.6.41;;;in operation;Windows Server 2019 Datacenter
OL9x_RZ1-ESX-34;OL9x;;RZ1-ESX-34;CL_PU;in operation;Oracle Linux 4/5
OracleLinux-8_RZ1-ESX-47;OracleLinux-8;;RZ1-ESX-47;CL_DB;in operation;Oracle Linux 8
OracleLinux-8_RZ1-ESX-31;OracleLinux-8;;RZ1-ESX-31;CL_PU;in operation;Oracle Linux 4/5
OracleLinux-8;OracleLinux-8;;;;in operation;Oracle Linux 4/5
OVBACKUP-01_10.3.6.30_RZ1-ESX-32;OVBACKUP-01;10.3.6.30;RZ1-ESX-32;CL_PU;in operation;CentOS 4/5
PGR-01_RZ2-ESX-37;PGR-01;;RZ2-ESX-37;CL_DMZ;in operation;CentOS Linux 7.9.2009
PGSEU-01_10.70.1.51_RZ1-ESX-51.bev.int;PGSEU-01;10.70.1.51;RZ1-ESX-51.bev.int;CL_BEU;in operation;Rocky Linux 9.6
pgseu-01.beu.local_10.70.1.51_RZ2-ESX-41;pgseu-01.beu.local;10.70.1.51;RZ2-ESX-41;CL_BEU;in operation;CentOS Linux 7.6.1810
photon-machine_10.2.7.211;photon-machine;10.2.7.211;;;in operation;Other 3.x Linux
photon-machine_10.2.7.205;photon-machine;10.2.7.205;;;in operation;Other 3.x Linux
photon-machine_10.2.7.206_RZ1-ESX-29;photon-machine;10.2.7.206;RZ1-ESX-29;CL-CTX;in operation;Other 3.x Linux
photon-machine_10.2.7.199;photon-machine;10.2.7.199;;;in operation;Other 3.x Linux
photon-machine_10.2.7.209;photon-machine;10.2.7.209;;;in operation;Other 3.x Linux
photon-machine_10.2.7.213;photon-machine;10.2.7.213;;;in operation;Other 3.x Linux
photon-machine_10.2.7.214;photon-machine;10.2.7.214;;;in operation;Other 3.x Linux
photon-machine_10.2.7.202;photon-machine;10.2.7.202;;;in operation;Other 3.x Linux
photon-machine_10.2.7.212;photon-machine;10.2.7.212;;;in operation;Other 3.x Linux
photon-machine_10.2.7.219;photon-machine;10.2.7.219;;;in operation;Other 3.x Linux
photon-machine_10.2.7.210;photon-machine;10.2.7.210;;;in operation;Other 3.x Linux
photon-machine_10.2.7.198;photon-machine;10.2.7.198;;;in operation;Other 3.x Linux
PortalTemp_RZ1-ESX-31;PortalTemp;;RZ1-ESX-31;CL_PU;in operation;CentOS
PUKO-TEST_RZ1-ESX-32;PUKO-TEST;;RZ1-ESX-32;CL_PU;in operation;CentOS
puloginsight.bev.int_10.2.9.126_RZ1-ESX-34;puloginsight.bev.int;10.2.9.126;RZ1-ESX-34;CL_PU;in operation;SuSE Linux Enterprise Server 11
PVAMA-01_10.1.29.31_RZ1-ESX-39;PVAMA-01;10.1.29.31;RZ1-ESX-39;CL_WEB;in operation;CentOS 7
PVAMA-02_10.1.29.131_RZ1-ESX-39;PVAMA-02;10.1.29.131;RZ1-ESX-39;CL_WEB;in operation;CentOS 7
PVS-W7-02_RZ1-ESX-41;PVS-W7-02;;RZ1-ESX-41;CL_BEU;in operation;Windows 7
QUOWIT-01_10.3.100.15_rz1-esx-16;QUOWIT-01;10.3.100.15;rz1-esx-16;standalone;in operation;CentOS Linux 7.7.1908
remotesec02_10.1.41.12_RZ1-ESX-36;remotesec02;10.1.41.12;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2019
RH-7x_RZ1-ESX-32;RH-7x;;RZ1-ESX-32;CL_PU;in operation;Red Hat Enterprise Linux 6
RHEL9x_RZ1-ESX-31;RHEL9x;;RZ1-ESX-31;CL_PU;in operation;CentOS
RL8-9_RZ1-ESX-32;RL8-9;;RZ1-ESX-32;CL_PU;in operation;CentOS
rl8x_RZ2-ESX-31;rl8x;;RZ2-ESX-31;CL_PU;in operation;CentOS 4/5
RL9x_RZ2-ESX-50;RL9x;;RZ2-ESX-50;CL_PU;in operation;Rocky Linux
RL9x-G73_RZ2-ESX-50;RL9x-G73;;RZ2-ESX-50;CL_PU;in operation;Rocky Linux
RL9x-XFCE_RZ2-ESX-50;RL9x-XFCE;;RZ2-ESX-50;CL_PU;in operation;CentOS 4/5
RL9x-XFCE;RL9x-XFCE;;;;in operation;CentOS 4/5
RZ-ADD-01.bev.int_10.2.8.107_RZ2-ESX-31;RZ-ADD-01.bev.int;10.2.8.107;RZ2-ESX-31;CL_PU;in operation;Windows Server 2019 Datacenter
RZ-ADI-01.ega.local_10.1.33.40_RZ2-ESX-36;RZ-ADI-01.ega.local;10.1.33.40;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2019
RZ-BEUGIS-01.beu.local_10.70.1.32_RZ2-ESX-41;RZ-BEUGIS-01.beu.local;10.70.1.32;RZ2-ESX-41;CL_BEU;in operation;Windows Server 2016
RZ-ETUADI-01.egatest.local_10.6.7.40_RZ2-ESX-36;RZ-ETUADI-01.egatest.local;10.6.7.40;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2019
rz-etuapp-01.egatest.local_10.6.7.62_RZ2-ESX-37;rz-etuapp-01.egatest.local;10.6.7.62;RZ2-ESX-37;CL_DMZ;in operation;Windows
RZ-ETUIMP-01.egatest.local_10.6.7.69_RZ2-ESX-37;RZ-ETUIMP-01.egatest.local;10.6.7.69;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2019
rz-etumap-01.egatest.local_10.6.7.63_RZ2-ESX-37;rz-etumap-01.egatest.local;10.6.7.63;RZ2-ESX-37;CL_DMZ;in operation;Windows
RZ-ETUSOC-01.egatest.local_10.6.7.45_RZ1-ESX-36;RZ-ETUSOC-01.egatest.local;10.6.7.45;RZ1-ESX-36;CL_DMZ;in operation;Windows
