UniqueID;Title;Primary hostaddress;Host in cluster;Running on host / cluster;CMDB status;Operating system
RZ-ETUSOC-02.egatest.local_10.6.7.46_RZ1-ESX-37;RZ-ETUSOC-02.egatest.local;10.6.7.46;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2019
RZ-FME-01.bev.int_10.2.11.4_RZ1-ESX-32;RZ-FME-01.bev.int;10.2.11.4;RZ1-ESX-32;CL_PU;in operation;Windows Server 2019 Datacenter
RZ-FME-02.bev.int_10.2.11.5;RZ-FME-02.bev.int;10.2.11.5;;;in operation;Windows Server 2019 Datacenter
RZ-IMC-01.bev.int_10.2.5.224_RZ1-ESX-33;RZ-IMC-01.bev.int;10.2.5.224;RZ1-ESX-33;CL_PU;in operation;Windows Server 2019 Datacenter
RZ-STCENT-01.bev.int_10.2.5.60_RZ2-ESX-31;RZ-STCENT-01.bev.int;10.2.5.60;RZ2-ESX-31;CL_PU;in operation;Windows Server 2019 Datacenter
RZ-STROB1-01.bev.int_10.2.5.61;RZ-STROB1-01.bev.int;10.2.5.61;;;in operation;Windows Server 2019 Datacenter
RZ-STWFST-01.bev.int_10.2.5.62;RZ-STWFST-01.bev.int;10.2.5.62;;;in operation;Windows Server 2019 Datacenter
RZ0-FIL-30.bev.int_10.2.2.130_RZ1-ESX-31;RZ0-FIL-30.bev.int;10.2.2.130;RZ1-ESX-31;CL_PU;in operation;Windows Server 2016
RZ0-FIL-50.bev.int_10.2.2.3_RZ2-ESX-50;RZ0-FIL-50.bev.int;10.2.2.3;RZ2-ESX-50;CL_PU;in operation;Windows Server 2008 R2 Standard
RZ0-FIL-51.bev.int_10.2.2.4_rz2-esx-32.bev.int;RZ0-FIL-51.bev.int;10.2.2.4;rz2-esx-32.bev.int;CL_PU;in operation;Windows Server 2019 Datacenter
RZ0-FIL-90.bev.int_10.2.2.90_RZ2-ESX-50;RZ0-FIL-90.bev.int;10.2.2.90;RZ2-ESX-50;CL_PU;in operation;Windows Server 2019 Datacenter
rz0-ort-01.ega.local_10.1.33.61_RZ2-ESX-37;rz0-ort-01.ega.local;10.1.33.61;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2008 R2
RZ1-ADS-01.bev.int_10.2.10.3_rz1-esx-16;RZ1-ADS-01.bev.int;10.2.10.3;rz1-esx-16;standalone;in operation;Windows Server 2008 R2 Standard
RZ1-ADS-03.bev.int_RZ1-ESX-32;RZ1-ADS-03.bev.int;;RZ1-ESX-32;CL_PU;in operation;Windows Server 2003 Standard
rz1-ams-01.ega.local_10.1.32.26_RZ1-ESX-39;rz1-ams-01.ega.local;10.1.32.26;RZ1-ESX-39;CL_WEB;in operation;CentOS 5
RZ1-AOT-01.bev.int_10.1.64.37_RZ1-ESX-37;RZ1-AOT-01.bev.int;10.1.64.37;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2008 Standard
rz1-app-01.ega.local_10.1.33.45_RZ2-ESX-36;rz1-app-01.ega.local;10.1.33.45;RZ2-ESX-36;CL_DMZ;in operation;Windows
rz1-app-02.ega.local_10.1.33.46_RZ2-ESX-36;rz1-app-02.ega.local;10.1.33.46;RZ2-ESX-36;CL_DMZ;in operation;Windows
RZ1-APS-01_10.1.5.31;RZ1-APS-01;10.1.5.31;;;in operation;Windows Server 2008 R2
RZ1-APS-02.bev.int_10.1.4.32;RZ1-APS-02.bev.int;10.1.4.32;;;in operation;Windows Server 2008 R2
RZ1-APS-03.bev.int_10.1.4.33;RZ1-APS-03.bev.int;10.1.4.33;;;in operation;Windows Server 2008 R2
RZ1-APS-04.bev.int_10.1.4.34;RZ1-APS-04.bev.int;10.1.4.34;;;in operation;Windows Server 2008 R2
RZ1-APS-05.bev.int_10.1.4.35;RZ1-APS-05.bev.int;10.1.4.35;;;in operation;Windows Server 2008 R2
RZ1-ARC-01.bev.int_10.1.64.210_RZ2-ESX-37;RZ1-ARC-01.bev.int;10.1.64.210;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2008 Enterprise
RZ1-ASS-01.bev.int_10.2.7.4_RZ1-ESX-29;RZ1-ASS-01.bev.int;10.2.7.4;RZ1-ESX-29;CL-CTX;in operation;Windows Server 2008 R2 Standard
RZ1-AWI-01_10.1.29.11_RZ1-ESX-39;RZ1-AWI-01;10.1.29.11;RZ1-ESX-39;CL_WEB;in operation;CentOS 4/5
RZ1-AWP-01_10.1.40.11_RZ2-ESX-36;RZ1-AWP-01;10.1.40.11;RZ2-ESX-36;CL_DMZ;in operation;Rocky Linux 9.6
rz1-bom-01.bev.int_10.2.5.26_RZ1-ESX-50;rz1-bom-01.bev.int;10.2.5.26;RZ1-ESX-50;CL_PU;in operation;CentOS release 5.8
RZ1-BPM-01.bev.int_10.2.5.22;RZ1-BPM-01.bev.int;10.2.5.22;;;in operation;Windows Server 2008 R2 Standard
RZ1-COM-01_RZ2-ESX-31;RZ1-COM-01;;RZ2-ESX-31;CL_PU;in operation;Red Hat Advanced Server 2.1
RZ1-CON-01.bev.int_10.1.64.204_RZ1-ESX-37;RZ1-CON-01.bev.int;10.1.64.204;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2008 Enterprise
RZ1-CRR-01.bev.int_10.2.5.25_rz2-esx-34.bev.int;RZ1-CRR-01.bev.int;10.2.5.25;rz2-esx-34.bev.int;CL_PU;in operation;Windows Server 2008 R2 Standard
RZ1-DDC-02.bev.int_10.2.7.5;RZ1-DDC-02.bev.int;10.2.7.5;;;in operation;Windows Server 2008 R2 Standard
RZ1-EGA-01.ega.local_10.1.33.16_RZ1-ESX-37;RZ1-EGA-01.ega.local;10.1.33.16;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2003 Standard
rz1-ega-01.ega.local_10.1.33.16_RZ2-ESX-37;rz1-ega-01.ega.local;10.1.33.16;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2019
RZ1-EGA-03_10.1.33.17_RZ2-ESX-37;RZ1-EGA-03;10.1.33.17;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2008 R2
RZ1-EMR-01_RZ1-ESX-36;RZ1-EMR-01;;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2003 Standard
rz1-etuapp-01.egatest.local_10.6.7.31_RZ2-ESX-36;rz1-etuapp-01.egatest.local;10.6.7.31;RZ2-ESX-36;CL_DMZ;in operation;Windows
rz1-etumap-01.egatest.local_10.6.7.32_RZ2-ESX-37;rz1-etumap-01.egatest.local;10.6.7.32;RZ2-ESX-37;CL_DMZ;in operation;Windows
rz1-etusoc-01.egatest.local_10.6.7.35_RZ1-ESX-36;rz1-etusoc-01.egatest.local;10.6.7.35;RZ1-ESX-36;CL_DMZ;in operation;Windows
RZ1-ETUWSA-01_10.6.8.21_RZ1-ESX-39;RZ1-ETUWSA-01;10.6.8.21;RZ1-ESX-39;CL_WEB;in operation;CentOS 5.2
RZ1-ETUWSA-01.egatest.local_10.6.8.21;RZ1-ETUWSA-01.egatest.local;10.6.8.21;;;in operation;CentOS 5.2
RZ1-FTP-01.bev.int_RZ1-ESX-34;RZ1-FTP-01.bev.int;;RZ1-ESX-34;CL_PU;in operation;Windows Server 2003 Standard
RZ1-GBS-01_10.1.34.21_RZ1-ESX-36;RZ1-GBS-01;10.1.34.21;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZ1-GBS-01_10.1.34.21_RZ2-ESX-36;RZ1-GBS-01;10.1.34.21;RZ2-ESX-36;CL_DMZ;in operation;Rocky Linux 9.6
RZ1-GBS-02_10.1.34.22_RZ1-ESX-37;RZ1-GBS-02;10.1.34.22;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZ1-GBS-02_10.1.34.22_RZ2-ESX-36;RZ1-GBS-02;10.1.34.22;RZ2-ESX-36;CL_DMZ;in operation;Rocky Linux 9.6
RZ1-GTUGBS-01_10.6.6.10_RZ1-ESX-37;RZ1-GTUGBS-01;10.6.6.10;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZ1-GTUGBS-01_10.6.6.10_RZ2-ESX-36;RZ1-GTUGBS-01;10.6.6.10;RZ2-ESX-36;CL_DMZ;in operation;Rocky Linux 9.6
RZ1-GTUKFS-01_10.6.6.20_RZ1-ESX-37;RZ1-GTUKFS-01;10.6.6.20;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZ1-GTUKFS-01_10.6.6.20_RZ2-ESX-36;RZ1-GTUKFS-01;10.6.6.20;RZ2-ESX-36;CL_DMZ;in operation;Rocky Linux 9.6
RZ1-GWR-01_10.1.15.22_RZ1-ESX-39;RZ1-GWR-01;10.1.15.22;RZ1-ESX-39;CL_WEB;in operation;CentOS 7
rz1-inf-01.ega.local_RZ1-ESX-37;rz1-inf-01.ega.local;;RZ1-ESX-37;CL_DMZ;in operation;Red Hat Advanced Server 2.1
RZ1-KFS-01_10.1.34.32_RZ1-ESX-37;RZ1-KFS-01;10.1.34.32;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZ1-KFS-01_rz2-esx-34.bev.int;RZ1-KFS-01;;rz2-esx-34.bev.int;CL_PU;in operation;Rocky Linux 9.5
RZ1-KFS-01_10.1.34.32_RZ2-ESX-37;RZ1-KFS-01;10.1.34.32;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 9.6
RZ1-KFS-02_10.1.34.33_RZ1-ESX-36;RZ1-KFS-02;10.1.34.33;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZ1-KFS-02_10.1.34.33_RZ1-ESX-36;RZ1-KFS-02;10.1.34.33;RZ1-ESX-36;CL_DMZ;in operation;Rocky Linux 9.6
RZ1-LDC-01.bev.int_10.2.6.25_RZ1-ESX-31;RZ1-LDC-01.bev.int;10.2.6.25;RZ1-ESX-31;CL_PU;in operation;Windows Server 2008 R2 Enterprise
RZ1-LDP-01_10.2.20.31_RZ1-ESX-31;RZ1-LDP-01;10.2.20.31;RZ1-ESX-31;CL_PU;in operation;CentOS Linux 7.9.2009
RZ1-LIZ-01.bev.int_10.2.8.2_rz2-esx-32.bev.int;RZ1-LIZ-01.bev.int;10.2.8.2;rz2-esx-32.bev.int;CL_PU;in operation;Rocky Linux 9.6
rz1-lpx-01.bev.int_10.2.8.1_RZ1-ESX-50;rz1-lpx-01.bev.int;10.2.8.1;RZ1-ESX-50;CL_PU;in operation;CentOS 4/5/6/7
rz1-map-01.ega.local_10.1.33.47_RZ2-ESX-36;rz1-map-01.ega.local;10.1.33.47;RZ2-ESX-36;CL_DMZ;in operation;Windows
rz1-map-02.ega.local_10.1.33.48_RZ2-ESX-36;rz1-map-02.ega.local;10.1.33.48;RZ2-ESX-36;CL_DMZ;in operation;Windows
RZ1-MAT-01.bev.int_10.2.6.21_RZ1-ESX-32;RZ1-MAT-01.bev.int;10.2.6.21;RZ1-ESX-32;CL_PU;in operation;Windows Server 2008 R2 Standard
RZ1-MAT-02.bev.int_10.2.6.22_rz2-esx-34.bev.int;RZ1-MAT-02.bev.int;10.2.6.22;rz2-esx-34.bev.int;CL_PU;in operation;Windows Server 2008 R2 Standard
RZ1-MAT-03.bev.int_10.2.6.23_RZ2-ESX-35;RZ1-MAT-03.bev.int;10.2.6.23;RZ2-ESX-35;CL_PU_MAT;in operation;Windows Server 2008 R2 Standard
RZ1-MAT-04.bev.int_10.2.6.24_RZ2-ESX-35;RZ1-MAT-04.bev.int;10.2.6.24;RZ2-ESX-35;CL_PU_MAT;in operation;Windows Server 2008 R2 Standard
RZ1-MST-01.bev.int;RZ1-MST-01.bev.int;;;;in operation;Windows Server 2008 R2
RZ1-SIS-01.bev.int_10.2.5.24_RZ1-ESX-50;RZ1-SIS-01.bev.int;10.2.5.24;RZ1-ESX-50;CL_PU;in operation;Windows Server 2003 Standard
RZ1-SMQ-01_RZ2-ESX-37;RZ1-SMQ-01;;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 8.4
RZ1-SMQ-02_RZ1-ESX-37;RZ1-SMQ-02;;RZ1-ESX-37;CL_DMZ;in operation;Rocky Linux 8.4
rz1-soc-01.ega.local_10.1.33.35_RZ2-ESX-36;rz1-soc-01.ega.local;10.1.33.35;RZ2-ESX-36;CL_DMZ;in operation;Windows
RZ1-SOC-03.ega.local_10.1.33.37_RZ1-ESX-36;RZ1-SOC-03.ega.local;10.1.33.37;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
RZ1-SQL-01_RZ1-ESX-34;RZ1-SQL-01;;RZ1-ESX-34;CL_PU;in operation;Windows Server 2003 Standard
RZ1-STF-01.bev.int_10.2.7.1;RZ1-STF-01.bev.int;10.2.7.1;;;in operation;Windows Server 2008 R2 Standard
RZ1-STI-01_10.1.29.21_RZ1-ESX-39;RZ1-STI-01;10.1.29.21;RZ1-ESX-39;CL_WEB;in operation;CentOS 7
RZ1-STP-01_10.1.40.21_RZ2-ESX-36;RZ1-STP-01;10.1.40.21;RZ2-ESX-36;CL_DMZ;in operation;Rocky Linux 9.6
RZ1-TCP-01.bev.int_10.1.64.30_RZ2-ESX-36;RZ1-TCP-01.bev.int;10.1.64.30;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2008 Enterprise
RZ1-TES-08_10.6.7.116_RZ2-ESX-37;RZ1-TES-08;10.6.7.116;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2019
rz1-tes-11_RZ1-ESX-46;rz1-tes-11;;RZ1-ESX-46;CL_DB;in operation;Oracle Linux 4/5
rz1-tes-11.egatest.local_RZ2-ESX-46;rz1-tes-11.egatest.local;;RZ2-ESX-46;CL_DB;in operation;Red Hat Enterprise Server 5.9
RZ1-WEB-01_10.1.32.16_RZ1-ESX-48;RZ1-WEB-01;10.1.32.16;RZ1-ESX-48;eGA-WEB;in operation;Red Hat Advanced Server 2.1
RZ1-WEB-02_RZ1-ESX-48;RZ1-WEB-02;;RZ1-ESX-48;eGA-WEB;in operation;Red Hat Advanced Server 2.1
RZ1-WEB-03_RZ2-ESX-48;RZ1-WEB-03;;RZ2-ESX-48;eGA-WEB;in operation;Red Hat Advanced Server 2.1
RZ1-WEB-04_10.1.32.19_RZ2-ESX-48;RZ1-WEB-04;10.1.32.19;RZ2-ESX-48;eGA-WEB;in operation;Red Hat Advanced Server 2.1
RZ1-WIN-01.bev.int_10.2.10.1;RZ1-WIN-01.bev.int;10.2.10.1;;;in operation;Windows Server 2019 Datacenter
RZ1-WIN-02.user.bev.int_10.2.10.2_rz2-esx-32.bev.int;RZ1-WIN-02.user.bev.int;10.2.10.2;rz2-esx-32.bev.int;CL_PU;in operation;Windows Server 2025
RZ1-WSA-01_RZ2-ESX-39;RZ1-WSA-01;;RZ2-ESX-39;CL_WEB;in operation;CentOS
RZ1-XIG-01_RZ1-ESX-36;RZ1-XIG-01;;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
RZ1-XIG-01_10.1.40.15;RZ1-XIG-01;10.1.40.15;;;in operation;Windows Server 2008 R2
RZ1-XIG-01N_10.1.40.15_RZ2-ESX-36;RZ1-XIG-01N;10.1.40.15;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2019
RZ1-XIG-01N_10.1.40.15_RZ2-ESX-36;RZ1-XIG-01N;10.1.40.15;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2019
rz2-adm-01.ega.local_10.1.33.118_RZ2-ESX-37;rz2-adm-01.ega.local;10.1.33.118;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2003 Standard
rz2-ads-01.bev.int_10.2.10.103_RZ1-ESX-50;rz2-ads-01.bev.int;10.2.10.103;RZ1-ESX-50;CL_PU;in operation;Windows Server 2008 R2 Standard
rz2-ams-01.ega.local_10.1.32.126;rz2-ams-01.ega.local;10.1.32.126;;;in operation;CentOS 5
rz2-app-01.ega.local_10.1.33.145_RZ2-ESX-37;rz2-app-01.ega.local;10.1.33.145;RZ2-ESX-37;CL_DMZ;in operation;Windows
rz2-app-02.ega.local_10.1.33.146_RZ1-ESX-37;rz2-app-02.ega.local;10.1.33.146;RZ1-ESX-37;CL_DMZ;in operation;Windows
RZ2-APS-01_10.1.5.131;RZ2-APS-01;10.1.5.131;;;in operation;Windows Server 2008 R2
RZ2-APS-02.bev.int_10.254.97.132;RZ2-APS-02.bev.int;10.254.97.132;;;in operation;Windows Server 2008 R2
RZ2-APS-03.bev.int_10.254.97.133;RZ2-APS-03.bev.int;10.254.97.133;;;in operation;Windows Server 2008 R2
RZ2-APS-04.bev.int_10.254.97.134;RZ2-APS-04.bev.int;10.254.97.134;;;in operation;Windows Server 2008 R2
RZ2-APS-05.bev.int_10.1.4.135;RZ2-APS-05.bev.int;10.1.4.135;;;in operation;Windows Server 2008
RZ2-APS-06_10.1.4.136;RZ2-APS-06;10.1.4.136;;;in operation;CentOS 7
RZ2-AWI-01_10.1.29.111_RZ1-ESX-39;RZ2-AWI-01;10.1.29.111;RZ1-ESX-39;CL_WEB;in operation;CentOS 4/5
RZ2-AWP-01_10.1.40.111_RZ1-ESX-36;RZ2-AWP-01;10.1.40.111;RZ1-ESX-36;CL_DMZ;in operation;Rocky Linux 9.6
RZ2-BMP-01.bev.int_10.2.5.122_RZ1-ESX-34;RZ2-BMP-01.bev.int;10.2.5.122;RZ1-ESX-34;CL_PU;in operation;Windows Server 2008 R2 Standard
RZ2-CIT-01.bev.int_10.2.7.109;RZ2-CIT-01.bev.int;10.2.7.109;;;in operation;Windows Server 2008 R2 Standard
RZ2-COM-01_10.2.8.110_RZ2-ESX-31;RZ2-COM-01;10.2.8.110;RZ2-ESX-31;CL_PU;in operation;Red Hat Advanced Server 2.1
RZ2-CTS-61.bev.int;RZ2-CTS-61.bev.int;;;;in operation;Windows Server 2008 R2
RZ2-CTS-62.bev.int_10.2.7.162_RZ1-ESX-29;RZ2-CTS-62.bev.int;10.2.7.162;RZ1-ESX-29;CL-CTX;in operation;Windows Server 2008 R2 Standard
RZ2-DDC-02.bev.int_10.2.7.105;RZ2-DDC-02.bev.int;10.2.7.105;;;in operation;Windows Server 2008 R2 Standard
rz2-ega-01.ega.local_10.1.33.116_RZ2-ESX-37;rz2-ega-01.ega.local;10.1.33.116;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2019
rz2-etuapp-01.egatest.local_10.6.7.131_RZ1-ESX-37;rz2-etuapp-01.egatest.local;10.6.7.131;RZ1-ESX-37;CL_DMZ;in operation;Windows
rz2-etumap-01.egatest.local_10.6.7.132_RZ2-ESX-37;rz2-etumap-01.egatest.local;10.6.7.132;RZ2-ESX-37;CL_DMZ;in operation;Windows
RZ2-ETUSOC-01.egatest.local_10.6.7.135_RZ1-ESX-37;RZ2-ETUSOC-01.egatest.local;10.6.7.135;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2008
RZ2-ETUWSA-01_10.6.8.121;RZ2-ETUWSA-01;10.6.8.121;;;in operation;CentOS 5.2
RZ2-GBS-01_10.1.34.121_RZ1-ESX-37;RZ2-GBS-01;10.1.34.121;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZ2-GBS-01_10.1.34.121_RZ1-ESX-37;RZ2-GBS-01;10.1.34.121;RZ1-ESX-37;CL_DMZ;in operation;Rocky Linux 9.6
RZ2-GTUGBS-01_10.6.6.110_RZ1-ESX-37;RZ2-GTUGBS-01;10.6.6.110;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZ2-GTUGBS-01_10.6.6.110_RZ2-ESX-36;RZ2-GTUGBS-01;10.6.6.110;RZ2-ESX-36;CL_DMZ;in operation;Rocky Linux 9.6
RZ2-GTUKFS-01_10.6.6.120_RZ1-ESX-37;RZ2-GTUKFS-01;10.6.6.120;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZ2-GTUKFS-01_10.6.6.120_RZ2-ESX-36;RZ2-GTUKFS-01;10.6.6.120;RZ2-ESX-36;CL_DMZ;in operation;Rocky Linux 9.6
RZ2-GWR-01_10.1.15.122_RZ1-ESX-39;RZ2-GWR-01;10.1.15.122;RZ1-ESX-39;CL_WEB;in operation;CentOS 7
rz2-ift-01_10.1.5.116_RZ1-ESX-39;rz2-ift-01;10.1.5.116;RZ1-ESX-39;CL_WEB;in operation;CentOS 4/5/6
rz2-imp-01.ega.local_10.1.33.149_RZ2-ESX-37;rz2-imp-01.ega.local;10.1.33.149;RZ2-ESX-37;CL_DMZ;in operation;Windows
RZ2-KFS-01_10.1.34.132_RZ1-ESX-37;RZ2-KFS-01;10.1.34.132;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZ2-KFS-01_10.1.34.132_RZ2-ESX-37;RZ2-KFS-01;10.1.34.132;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 9.6
RZ2-LDP-01_10.2.20.131_RZ1-ESX-31;RZ2-LDP-01;10.2.20.131;RZ1-ESX-31;CL_PU;in operation;CentOS Linux 7.9.2009
rz2-map-01.ega.local_10.1.33.147_RZ2-ESX-36;rz2-map-01.ega.local;10.1.33.147;RZ2-ESX-36;CL_DMZ;in operation;Windows
rz2-map-02.ega.local_10.1.33.148_RZ2-ESX-36;rz2-map-02.ega.local;10.1.33.148;RZ2-ESX-36;CL_DMZ;in operation;Windows
RZ2-OTUAOT-01_10.75.64.137_RZ2-ESX-37;RZ2-OTUAOT-01;10.75.64.137;RZ2-ESX-37;CL_DMZ;in operation;Windows
RZ2-OTUTCP-01_10.75.64.130_RZ1-ESX-37;RZ2-OTUTCP-01;10.75.64.130;RZ1-ESX-37;CL_DMZ;in operation;Windows
rz2-rac-01.ega.local_RZ1-ESX-46;rz2-rac-01.ega.local;;RZ1-ESX-46;CL_DB;in operation;Red Hat Enterprise Linux 3
RZ2-RDS-01.bev.int_10.2.2.106_RZ1-ESX-34;RZ2-RDS-01.bev.int;10.2.2.106;RZ1-ESX-34;CL_PU;in operation;Windows Server 2008 R2
RZ2-SMQ-01_RZ2-ESX-37;RZ2-SMQ-01;;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 8.4
RZ2-SMQ-02_10.1.64.172_RZ1-ESX-37;RZ2-SMQ-02;10.1.64.172;RZ1-ESX-37;CL_DMZ;in operation;Rocky Linux 8.4
rz2-soc-01.ega.local_10.1.33.135_RZ1-ESX-37;rz2-soc-01.ega.local;10.1.33.135;RZ1-ESX-37;CL_DMZ;in operation;Windows
RZ2-STF-01.bev.int_10.2.7.101;RZ2-STF-01.bev.int;10.2.7.101;;;in operation;Windows Server 2008 R2 Standard
RZ2-STF-02.bev.int;RZ2-STF-02.bev.int;;;;in operation;Windows Server 2008 R2
RZ2-STI-01_10.1.29.121_RZ1-ESX-39;RZ2-STI-01;10.1.29.121;RZ1-ESX-39;CL_WEB;in operation;CentOS 7
RZ2-STP-01_10.1.40.121_RZ1-ESX-36;RZ2-STP-01;10.1.40.121;RZ1-ESX-36;CL_DMZ;in operation;Rocky Linux 9.6
rz2-tam-01.egatest.local_10.6.7.24_RZ1-ESX-36;rz2-tam-01.egatest.local;10.6.7.24;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2003 Standard
rz2-tes-02_10.6.8.16_RZ1-ESX-48;rz2-tes-02;10.6.8.16;RZ1-ESX-48;eGA-WEB;in operation;Red Hat Enterprise Linux 3
rz2-tes-03_RZ1-ESX-48;rz2-tes-03;;RZ1-ESX-48;eGA-WEB;in operation;Red Hat Enterprise Linux 3
rz2-tes-04.egatest.local_RZ2-ESX-37;rz2-tes-04.egatest.local;;RZ2-ESX-37;CL_DMZ;in operation;Red Hat Enterprise Linux 3
RZ2-TES-08.egatest.local_10.6.7.16_RZ2-ESX-37;RZ2-TES-08.egatest.local;10.6.7.16;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2003
RZ2-TES-08N;RZ2-TES-08N;;;;in operation;Windows Server 2016
RZ2-TES-16.egatest.local_10.6.7.37_RZ2-ESX-36;RZ2-TES-16.egatest.local;10.6.7.37;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
rz2-tms-01_10.6.8.18_RZ2-ESX-39;rz2-tms-01;10.6.8.18;RZ2-ESX-39;CL_WEB;in operation;CentOS 5
rz2-tms-01.egatest.local_10.6.8.18;rz2-tms-01.egatest.local;10.6.8.18;;;in operation;CentOS 5
RZ2-WEB-01_10.1.32.116_RZ2-ESX-48;RZ2-WEB-01;10.1.32.116;RZ2-ESX-48;eGA-WEB;in operation;Red Hat Advanced Server 2.1
RZ2-WEB-02_RZ2-ESX-48;RZ2-WEB-02;;RZ2-ESX-48;eGA-WEB;in operation;Red Hat Advanced Server 2.1
RZ2-WEB-03_10.1.32.118_RZ2-ESX-48;RZ2-WEB-03;10.1.32.118;RZ2-ESX-48;eGA-WEB;in operation;Red Hat Advanced Server 2.1
RZ2-WEB-04_10.1.32.119_RZ1-ESX-48;RZ2-WEB-04;10.1.32.119;RZ1-ESX-48;eGA-WEB;in operation;Red Hat Advanced Server 2.1
RZ2-WIN-01.bev.int_10.2.10.101_rz1-esx-16;RZ2-WIN-01.bev.int;10.2.10.101;rz1-esx-16;standalone;in operation;Windows Server 2019 Datacenter
RZ2-WIN-02.user.bev.int_10.2.10.102_rz1-esx-16;RZ2-WIN-02.user.bev.int;10.2.10.102;rz1-esx-16;standalone;in operation;Windows Server 2025
RZ2-WSA-01_RZ1-ESX-39;RZ2-WSA-01;;RZ1-ESX-39;CL_WEB;in operation;CentOS 5.3
RZ2-XIG-01_10.1.40.115_RZ1-ESX-36;RZ2-XIG-01;10.1.40.115;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
RZ2-XIG-01_10.1.40.115_RZ2-ESX-37;RZ2-XIG-01;10.1.40.115;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2019
RZ2-XIG-01_10.1.40.115_RZ2-ESX-37;RZ2-XIG-01;10.1.40.115;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2019
RZ2-XIG-01B_RZ2-ESX-36;RZ2-XIG-01B;;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
RZ2-XIG-01N_RZ1-ESX-36;RZ2-XIG-01N;;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
RZ2-ZDA-01.bev.int_10.2.11.103_RZ2-ESX-31;RZ2-ZDA-01.bev.int;10.2.11.103;RZ2-ESX-31;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-3PR-01.bev.int_10.3.100.11;RZV-3PR-01.bev.int;10.3.100.11;;;in operation;Windows Server 2008 R2 Standard
RZV-ACC-02.bev.int_10.2.3.100;RZV-ACC-02.bev.int;10.2.3.100;;;in operation;Windows Server 2008 R2 Standard
RZV-ACC-03.bev.int_10.2.2.157_RZ1-ESX-33;RZV-ACC-03.bev.int;10.2.2.157;RZ1-ESX-33;CL_PU;in operation;Windows Server 2019 Datacenter
rzv-adb-01.ega.local_RZ2-ESX-46;rzv-adb-01.ega.local;;RZ2-ESX-46;CL_DB;in operation;Red Hat Enterprise Linux 3
RZV-ADD-01.bev.int_10.2.8.106_RZ2-ESX-33;RZV-ADD-01.bev.int;10.2.8.106;RZ2-ESX-33;CL_PU;in operation;Windows Server 2008 R2 Standard
rzv-adfs-01.user.bev.int_10.2.10.110_RZ1-ESX-31;rzv-adfs-01.user.bev.int;10.2.10.110;RZ1-ESX-31;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-ADI-01.ega.local_10.1.33.180_RZ2-ESX-36;RZV-ADI-01.ega.local;10.1.33.180;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
RZV-ADM-02.bev.int_10.1.64.139_RZ1-ESX-37;RZV-ADM-02.bev.int;10.1.64.139;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2019 Datacenter
